student_id,location,tablet_access,bandwidth,resource_level,teacher_qualification
sdv-id-UyjcTO,peri-urban,no_access,medium,high,postgraduate
sdv-id-NWMzqu,urban,no_access,medium,low,degree
sdv-id-gKuccM,peri-urban,no_access,medium,low,untrained
sdv-id-IBKNKq,urban,shared_access,low,low,degree
sdv-id-qIUzqZ,peri-urban,shared_access,high,medium,degree
sdv-id-BayFCq,peri-urban,shared_access,medium,medium,degree
sdv-id-nsuJHx,rural,individual_access,low,low,degree
sdv-id-dBwmHE,rural,individual_access,medium,low,degree
sdv-id-yxWpSQ,peri-urban,no_access,low,high,degree
sdv-id-DoNgtf,peri-urban,shared_access,medium,low,degree
sdv-id-difJcp,urban,individual_access,low,medium,postgraduate
sdv-id-VXGZcF,urban,individual_access,medium,high,degree
sdv-id-ERKTov,peri-urban,individual_access,medium,low,diploma
sdv-id-UVgEXZ,urban,shared_access,low,high,degree
sdv-id-kCTKfI,rural,shared_access,medium,low,degree
sdv-id-lOAKHw,urban,shared_access,high,high,degree
sdv-id-dMLkvx,peri-urban,individual_access,low,medium,untrained
sdv-id-ciPxsX,rural,shared_access,medium,high,degree
sdv-id-iDhEqF,peri-urban,no_access,medium,medium,degree
sdv-id-RumyXw,peri-urban,no_access,medium,medium,untrained
sdv-id-tvblRs,urban,individual_access,low,low,diploma
sdv-id-ZovOBr,rural,shared_access,low,high,degree
sdv-id-umPdzp,rural,shared_access,low,medium,untrained
sdv-id-JJAvwW,rural,no_access,low,high,untrained
sdv-id-mhAFTT,rural,no_access,low,low,diploma
sdv-id-DrpmaW,rural,individual_access,low,high,degree
sdv-id-ECaoxC,rural,shared_access,low,medium,degree
sdv-id-HZVmfo,peri-urban,no_access,medium,low,diploma
sdv-id-KxyjAg,rural,shared_access,low,low,postgraduate
sdv-id-ObbKjG,urban,individual_access,high,low,degree
sdv-id-rCXira,peri-urban,shared_access,low,medium,diploma
sdv-id-oYKybo,urban,individual_access,low,low,diploma
sdv-id-vWQOtU,urban,no_access,high,low,diploma
sdv-id-hCZEJE,peri-urban,individual_access,low,low,diploma
sdv-id-pDTdVN,rural,no_access,low,low,postgraduate
sdv-id-sBmvaR,peri-urban,individual_access,low,low,diploma
sdv-id-fqZtOi,rural,no_access,medium,high,untrained
sdv-id-NsStvh,rural,no_access,low,medium,degree
sdv-id-ufpQDm,peri-urban,no_access,low,low,postgraduate
sdv-id-ITkNsh,rural,no_access,low,high,diploma
sdv-id-IqPXCf,peri-urban,shared_access,high,low,diploma
sdv-id-UiNIjW,rural,shared_access,low,medium,diploma
sdv-id-iyGQAF,peri-urban,no_access,high,high,diploma
sdv-id-EiyGnT,rural,shared_access,low,medium,degree
sdv-id-AZbKJx,urban,shared_access,low,medium,postgraduate
sdv-id-pWZxQJ,urban,individual_access,medium,medium,untrained
sdv-id-vbgsDU,peri-urban,shared_access,low,medium,degree
sdv-id-rToRqq,peri-urban,shared_access,low,low,degree
sdv-id-GdsmNC,peri-urban,no_access,high,low,diploma
sdv-id-hRRhYl,rural,shared_access,low,high,untrained
sdv-id-cUkSIv,rural,shared_access,medium,medium,postgraduate
sdv-id-fLDEym,peri-urban,shared_access,low,medium,degree
sdv-id-NpXFeD,rural,no_access,medium,medium,diploma
sdv-id-kNTuyS,urban,shared_access,medium,low,postgraduate
sdv-id-sgctzc,rural,shared_access,low,low,degree
sdv-id-fcBsCL,peri-urban,no_access,low,high,degree
sdv-id-YdmImy,urban,individual_access,high,medium,diploma
sdv-id-LLJfYW,urban,individual_access,low,low,diploma
sdv-id-InBhRq,peri-urban,no_access,low,medium,untrained
sdv-id-pjDsoV,rural,no_access,low,medium,diploma
sdv-id-vjehUC,peri-urban,individual_access,medium,low,diploma
sdv-id-hXEajg,rural,no_access,medium,low,untrained
sdv-id-zsPlMJ,rural,individual_access,medium,low,degree
sdv-id-AXlsps,rural,no_access,medium,medium,diploma
sdv-id-ZHPQbG,rural,no_access,low,low,untrained
sdv-id-luBaed,peri-urban,shared_access,low,medium,degree
sdv-id-PKHhiM,rural,shared_access,high,medium,untrained
sdv-id-GoFsqI,rural,individual_access,low,medium,diploma
sdv-id-tYIzVX,rural,individual_access,medium,low,diploma
sdv-id-oqCDaB,rural,individual_access,medium,high,diploma
sdv-id-PRsrwN,peri-urban,individual_access,low,medium,postgraduate
sdv-id-TbdYAl,urban,individual_access,low,low,degree
sdv-id-hbMTeg,rural,no_access,low,medium,diploma
sdv-id-dqwCkl,peri-urban,shared_access,low,medium,degree
sdv-id-rzEJyL,peri-urban,individual_access,low,low,untrained
sdv-id-BAbUwi,urban,no_access,high,high,postgraduate
sdv-id-MfvNhg,peri-urban,shared_access,high,high,untrained
sdv-id-AGgtfz,peri-urban,no_access,low,high,postgraduate
sdv-id-XWJJLN,rural,no_access,medium,low,diploma
sdv-id-ieZFbb,peri-urban,no_access,low,low,diploma
sdv-id-GqUhjB,peri-urban,no_access,medium,medium,degree
sdv-id-CaPPyg,rural,no_access,low,high,degree
sdv-id-iQOwPO,rural,shared_access,medium,medium,diploma
sdv-id-hKNuQH,rural,shared_access,high,medium,diploma
sdv-id-XNTZQJ,rural,individual_access,low,medium,diploma
sdv-id-mxfBVn,urban,individual_access,low,low,degree
sdv-id-uLOZiO,peri-urban,shared_access,low,low,diploma
sdv-id-IAJJqC,urban,no_access,medium,medium,diploma
sdv-id-TNsXgk,rural,no_access,medium,low,diploma
sdv-id-QbBiVk,peri-urban,no_access,low,medium,degree
sdv-id-yUlSre,urban,shared_access,medium,medium,degree
sdv-id-jhluNA,peri-urban,shared_access,low,medium,untrained
sdv-id-DYdAAd,urban,no_access,low,low,diploma
sdv-id-NmDsvY,peri-urban,no_access,medium,low,postgraduate
sdv-id-HbLFNj,peri-urban,no_access,medium,medium,degree
sdv-id-dZKKbU,rural,shared_access,low,high,degree
sdv-id-riBCvM,rural,shared_access,low,high,diploma
sdv-id-owXdau,rural,no_access,low,high,diploma
sdv-id-TUQvHb,rural,individual_access,medium,medium,diploma
sdv-id-AZVjzv,peri-urban,no_access,medium,medium,postgraduate
sdv-id-SDNwYd,peri-urban,no_access,low,medium,degree
sdv-id-HvvinI,peri-urban,no_access,low,low,diploma
sdv-id-caAEyF,rural,shared_access,high,high,diploma
sdv-id-mXttCz,peri-urban,shared_access,low,high,postgraduate
sdv-id-JpMTNS,peri-urban,no_access,low,medium,diploma
sdv-id-VbVqra,rural,no_access,high,medium,degree
sdv-id-GFzPDj,urban,no_access,low,low,degree
sdv-id-KzxTsT,urban,no_access,low,low,diploma
sdv-id-rqpcLa,rural,no_access,low,low,degree
sdv-id-qIImon,rural,no_access,low,low,degree
sdv-id-NXEowQ,peri-urban,shared_access,medium,low,degree
sdv-id-MtyKcA,peri-urban,no_access,low,medium,untrained
sdv-id-TxDRKC,peri-urban,no_access,high,medium,untrained
sdv-id-pyNANa,rural,no_access,low,low,postgraduate
sdv-id-OYfsBb,peri-urban,individual_access,low,low,degree
sdv-id-ofrMHP,urban,no_access,low,low,degree
sdv-id-dPCVfW,rural,individual_access,low,medium,degree
sdv-id-dSnGqF,rural,individual_access,low,medium,diploma
sdv-id-OkykqM,rural,individual_access,medium,medium,diploma
sdv-id-GaDQrP,peri-urban,shared_access,low,medium,degree
sdv-id-QXiiCv,rural,individual_access,low,low,diploma
sdv-id-HnXoVw,urban,individual_access,low,low,degree
sdv-id-iguTQQ,rural,shared_access,medium,low,postgraduate
sdv-id-ubpPRK,peri-urban,shared_access,low,medium,diploma
sdv-id-dimtyZ,rural,shared_access,medium,high,degree
sdv-id-nzWZxi,urban,shared_access,medium,medium,diploma
sdv-id-RgzPfg,rural,no_access,high,low,postgraduate
sdv-id-aOKtsB,rural,no_access,low,low,diploma
sdv-id-xXeYrN,peri-urban,individual_access,high,low,diploma
sdv-id-eaVbZT,rural,shared_access,medium,medium,untrained
sdv-id-StPfKD,urban,no_access,low,medium,degree
sdv-id-pszYoN,urban,individual_access,medium,medium,diploma
sdv-id-gfkhrb,peri-urban,no_access,low,medium,diploma
sdv-id-ewOtoP,peri-urban,individual_access,medium,medium,degree
sdv-id-szqCXa,rural,shared_access,low,low,diploma
sdv-id-mnpDAd,peri-urban,individual_access,medium,low,diploma
sdv-id-uMgYWi,peri-urban,no_access,low,low,degree
sdv-id-DtVgYH,rural,no_access,low,low,degree
sdv-id-DYjXtu,rural,shared_access,low,medium,diploma
sdv-id-mncqRf,urban,no_access,low,medium,diploma
sdv-id-nipjsU,urban,individual_access,medium,low,degree
sdv-id-QXOePE,rural,individual_access,low,medium,diploma
sdv-id-LWRqGY,urban,no_access,low,low,diploma
sdv-id-tmdLtw,rural,shared_access,low,low,untrained
sdv-id-EMQrZU,rural,individual_access,low,medium,diploma
sdv-id-bjSOTo,peri-urban,no_access,medium,low,degree
sdv-id-KUxFmM,peri-urban,shared_access,medium,medium,diploma
sdv-id-dzNWlm,peri-urban,individual_access,medium,low,diploma
sdv-id-vyAetb,peri-urban,shared_access,high,low,untrained
sdv-id-IJoQcH,rural,individual_access,low,medium,untrained
sdv-id-hzIHse,rural,shared_access,low,low,diploma
sdv-id-XHyYdT,rural,individual_access,high,low,degree
sdv-id-cYJmTV,rural,shared_access,low,medium,degree
sdv-id-bQjput,rural,no_access,high,medium,diploma
sdv-id-LdMwbm,rural,individual_access,medium,high,diploma
sdv-id-dTErWx,rural,individual_access,low,medium,diploma
sdv-id-GEflyZ,rural,no_access,medium,low,postgraduate
sdv-id-uNFtnV,peri-urban,shared_access,medium,high,degree
sdv-id-uideaS,peri-urban,no_access,low,high,diploma
sdv-id-xIWOKf,peri-urban,individual_access,low,low,postgraduate
sdv-id-ANCbfn,urban,individual_access,low,low,diploma
sdv-id-fqdUlB,rural,no_access,medium,medium,postgraduate
sdv-id-cTyLEU,rural,individual_access,medium,medium,diploma
sdv-id-vPcrmT,urban,no_access,low,low,diploma
sdv-id-gCEthY,rural,shared_access,medium,high,degree
sdv-id-TwxTCP,peri-urban,shared_access,low,low,degree
sdv-id-eBcjFX,peri-urban,shared_access,low,low,diploma
sdv-id-pKnWyl,rural,shared_access,low,medium,diploma
sdv-id-evGsZP,rural,shared_access,low,high,degree
sdv-id-eKfGxF,rural,shared_access,low,low,untrained
sdv-id-fGDVnE,peri-urban,no_access,medium,high,untrained
sdv-id-BsDhyp,rural,no_access,low,medium,degree
sdv-id-inIfbo,urban,no_access,medium,low,degree
sdv-id-VWlpyH,peri-urban,no_access,medium,low,degree
sdv-id-Kcbfvc,rural,no_access,medium,low,degree
sdv-id-SAZjJC,rural,shared_access,low,medium,degree
sdv-id-qpFmPB,urban,shared_access,low,medium,degree
sdv-id-sSccnR,urban,shared_access,low,medium,postgraduate
sdv-id-xbemmR,rural,shared_access,medium,medium,diploma
sdv-id-HaXVUW,urban,shared_access,low,medium,degree
sdv-id-KYuEXS,rural,no_access,medium,medium,degree
sdv-id-Rihvpa,urban,no_access,low,low,diploma
sdv-id-Skclkk,peri-urban,no_access,medium,low,untrained
sdv-id-TBvsOy,rural,individual_access,medium,medium,degree
sdv-id-kysHlY,rural,individual_access,low,low,diploma
sdv-id-ilMuBd,rural,no_access,medium,medium,diploma
sdv-id-WzENkX,urban,no_access,medium,medium,diploma
sdv-id-kDiDDw,peri-urban,individual_access,medium,high,degree
sdv-id-gIVCHH,peri-urban,no_access,low,low,diploma
sdv-id-vAUatc,rural,no_access,high,low,diploma
sdv-id-nfcaJX,rural,no_access,medium,medium,diploma
sdv-id-bGeayG,rural,no_access,medium,low,postgraduate
sdv-id-BKgWWo,urban,individual_access,medium,medium,degree
sdv-id-pBSzpq,urban,shared_access,low,low,postgraduate
sdv-id-UeEuHf,peri-urban,no_access,low,low,diploma
sdv-id-Elvnmw,peri-urban,no_access,medium,medium,untrained
sdv-id-eFtBSc,rural,shared_access,low,high,degree
sdv-id-YmoMwq,rural,individual_access,low,high,degree
sdv-id-GCNOTN,rural,no_access,medium,low,diploma
sdv-id-TtanDu,rural,no_access,low,high,untrained
sdv-id-TgIUZc,peri-urban,shared_access,medium,low,diploma
sdv-id-jvjzIc,rural,no_access,low,medium,diploma
sdv-id-AtWKdg,peri-urban,shared_access,medium,medium,postgraduate
sdv-id-AYHrlU,urban,no_access,low,medium,postgraduate
sdv-id-uzuKaP,peri-urban,no_access,medium,high,postgraduate
sdv-id-OQXXiK,peri-urban,individual_access,low,medium,degree
sdv-id-dxUoPX,peri-urban,shared_access,medium,medium,postgraduate
sdv-id-fsTeWs,rural,individual_access,high,high,postgraduate
sdv-id-KhPZRo,peri-urban,shared_access,low,medium,diploma
sdv-id-NKlGYa,rural,shared_access,medium,high,untrained
sdv-id-Ytkfmw,urban,individual_access,low,high,diploma
sdv-id-VxCTMP,peri-urban,individual_access,low,high,degree
sdv-id-WcTjrE,rural,no_access,medium,high,degree
sdv-id-kBAuLB,rural,shared_access,low,medium,degree
sdv-id-emAblA,rural,shared_access,low,medium,diploma
sdv-id-gYniyl,rural,no_access,low,medium,diploma
sdv-id-IGDXXS,peri-urban,no_access,medium,low,diploma
sdv-id-NTVMXR,rural,no_access,low,low,degree
sdv-id-wafNTP,peri-urban,individual_access,low,low,degree
sdv-id-tYrqXt,peri-urban,no_access,low,medium,degree
sdv-id-Fdfhmv,peri-urban,no_access,low,low,degree
sdv-id-oVDqnL,rural,no_access,medium,low,diploma
sdv-id-uzMfbv,peri-urban,no_access,medium,medium,diploma
sdv-id-OnhdUD,rural,no_access,low,medium,untrained
sdv-id-MVzakg,urban,individual_access,low,low,postgraduate
sdv-id-znRYvB,rural,no_access,low,medium,untrained
sdv-id-oVFlDa,urban,individual_access,high,high,untrained
sdv-id-ftJzUy,peri-urban,shared_access,medium,low,diploma
sdv-id-lhoFFW,peri-urban,shared_access,low,low,degree
sdv-id-OqQklo,peri-urban,individual_access,medium,high,diploma
sdv-id-FkULum,peri-urban,no_access,medium,low,degree
sdv-id-JtEMdE,rural,shared_access,low,high,untrained
sdv-id-LkflkL,peri-urban,individual_access,low,low,diploma
sdv-id-RMBehW,rural,shared_access,low,medium,diploma
sdv-id-OBBCqs,peri-urban,shared_access,medium,medium,diploma
sdv-id-ajYmWZ,peri-urban,no_access,low,low,degree
sdv-id-bUiMkv,urban,shared_access,medium,medium,degree
sdv-id-oRiPZo,rural,individual_access,medium,low,diploma
sdv-id-GFXtjf,peri-urban,individual_access,low,medium,degree
sdv-id-LeCFCo,rural,no_access,low,low,degree
sdv-id-DWMXaY,rural,no_access,medium,medium,diploma
sdv-id-rRygvT,peri-urban,shared_access,low,medium,degree
sdv-id-TdDdnU,rural,no_access,high,low,postgraduate
sdv-id-uXWlaQ,urban,no_access,low,high,degree
sdv-id-isSMLQ,urban,no_access,low,low,degree
sdv-id-fRAMOv,rural,no_access,medium,medium,untrained
sdv-id-dOjWfY,peri-urban,shared_access,low,medium,postgraduate
sdv-id-LMMYSf,urban,individual_access,medium,medium,degree
sdv-id-ZSdIKg,rural,individual_access,low,medium,diploma
sdv-id-ylvqwe,rural,no_access,low,medium,diploma
sdv-id-FLqJMy,peri-urban,no_access,medium,low,untrained
sdv-id-CCapKq,peri-urban,no_access,medium,low,diploma
sdv-id-rCLzFM,peri-urban,shared_access,low,high,diploma
sdv-id-EihbMq,rural,no_access,medium,medium,diploma
sdv-id-ukbYbk,rural,shared_access,low,low,degree
sdv-id-HNAqbg,urban,shared_access,low,low,degree
sdv-id-oeyHgT,urban,shared_access,medium,medium,untrained
sdv-id-PJoAPO,rural,individual_access,low,high,diploma
sdv-id-woMDxr,rural,no_access,low,high,diploma
sdv-id-BGLsot,peri-urban,no_access,low,low,diploma
sdv-id-QsFIdq,rural,shared_access,low,low,untrained
sdv-id-JmABIG,peri-urban,no_access,low,low,untrained
sdv-id-OUTfJg,rural,individual_access,medium,low,degree
sdv-id-zFIzca,rural,no_access,medium,medium,diploma
sdv-id-pNeLit,urban,shared_access,medium,medium,degree
sdv-id-nZWByg,peri-urban,shared_access,low,high,degree
sdv-id-iFNcaa,urban,shared_access,high,medium,untrained
sdv-id-HzEwDL,peri-urban,no_access,low,medium,untrained
sdv-id-ifOGun,rural,shared_access,low,medium,postgraduate
sdv-id-vxCKlX,rural,individual_access,high,low,diploma
sdv-id-fzwcsT,rural,no_access,medium,medium,postgraduate
sdv-id-nEdOEt,peri-urban,shared_access,high,medium,degree
sdv-id-WIyCUE,peri-urban,shared_access,low,medium,degree
sdv-id-qEORsF,rural,no_access,low,low,diploma
sdv-id-sAXfHX,peri-urban,no_access,low,low,untrained
sdv-id-OEEPfv,rural,individual_access,low,low,degree
sdv-id-bJjmKV,rural,shared_access,medium,medium,untrained
sdv-id-ZOPUwt,rural,no_access,medium,medium,untrained
sdv-id-jJtFoV,peri-urban,individual_access,high,medium,diploma
sdv-id-zjbmQt,peri-urban,individual_access,low,high,diploma
sdv-id-BbVpla,peri-urban,no_access,low,high,degree
sdv-id-GiEQLK,rural,shared_access,medium,low,untrained
sdv-id-WkFuAZ,rural,no_access,low,low,postgraduate
sdv-id-VMGRVK,urban,no_access,low,low,postgraduate
sdv-id-EBhYjE,urban,no_access,medium,medium,degree
sdv-id-hjjUxe,peri-urban,no_access,medium,low,postgraduate
sdv-id-AOQFnu,urban,no_access,medium,low,degree
sdv-id-WmioKY,urban,shared_access,low,high,diploma
sdv-id-kvbyJx,rural,shared_access,medium,medium,degree
sdv-id-bAOvOG,peri-urban,shared_access,low,low,degree
sdv-id-wKVGNp,rural,no_access,medium,low,degree
sdv-id-fboLEx,rural,shared_access,low,low,degree
sdv-id-jJUraR,urban,no_access,medium,medium,diploma
sdv-id-YejAtx,peri-urban,no_access,low,low,diploma
sdv-id-PCKTSI,peri-urban,shared_access,high,low,postgraduate
sdv-id-RTClIZ,peri-urban,shared_access,medium,high,diploma
sdv-id-AioYGH,urban,shared_access,low,medium,diploma
sdv-id-kKLGfc,urban,individual_access,medium,low,diploma
sdv-id-bfyMil,rural,no_access,medium,medium,diploma
sdv-id-eheWxE,rural,individual_access,high,low,diploma
sdv-id-QetLLn,peri-urban,no_access,low,medium,degree
sdv-id-RWbgah,rural,shared_access,medium,low,degree
sdv-id-fsyJBh,rural,no_access,low,low,diploma
sdv-id-eWcNdi,urban,shared_access,low,low,untrained
sdv-id-rIPZFM,peri-urban,shared_access,medium,low,postgraduate
sdv-id-lNFbrK,peri-urban,shared_access,medium,medium,diploma
