student_id,location,tablet_access,bandwidth_category,school_resource_level,teacher_qual
63,Peri-urban,1,2,2,0.628998828847863
64,Urban,1,3,3,0.8742030276610349
65,Urban,1,3,3,0.8388897375860705
66,Urban,1,3,3,0.8546953475816234
67,Urban,1,3,2,0.8432153529425771
68,Peri-urban,1,2,2,0.539543851430193
69,Urban,1,3,3,0.8179846052158524
70,Rural,1,1,1,0.44243304760861113
71,Peri-urban,1,2,2,0.552174985516299
72,Urban,1,3,2,0.771012006163799
73,Urban,1,3,3,0.7598403852436473
74,Peri-urban,0,2,2,0.6386311492984016
75,Peri-urban,1,2,2,0.5965359439835434
76,Peri-urban,0,2,2,0.5839577052832451
77,Peri-urban,0,2,1,0.5359165041673506
78,Urban,1,3,3,0.7966302873403104
79,Urban,1,3,3,0.7716205822507626
80,Urban,0,3,3,0.8121669782632082
81,Rural,0,1,1,0.3428516400677275
82,Peri-urban,1,2,2,0.60889531297531
83,Urban,1,3,2,0.778052461475059
84,Urban,1,3,3,0.7375351537132427
85,Urban,1,3,2,0.7336357981060927
86,Urban,1,3,3,0.7411489805988654
87,Peri-urban,1,2,2,0.5896800471279728
88,Peri-urban,0,2,1,0.606049771718175
89,Rural,0,1,1,0.41349118161885906
90,Urban,1,3,3,0.8153776458864225
91,Urban,1,3,3,0.76207383695104
92,Peri-urban,0,2,2,0.6529201454047587
93,Peri-urban,0,2,2,0.5778887236995923
94,Urban,1,3,3,0.8225074880029867
95,Peri-urban,1,2,2,0.5917922283253091
96,Urban,1,3,3,0.8187810615851521
97,Urban,1,3,3,0.7892835966927544
98,Urban,1,3,3,0.8196817438287284
99,Urban,1,3,3,0.7996305565059839
100,Urban,1,3,2,0.8406920285325346
101,Urban,0,3,3,0.7590657478394401
102,Peri-urban,1,2,1,0.511505433205471
103,Urban,0,3,3,0.7513321290282952
104,Urban,1,3,2,0.8534459207619017
105,Rural,0,1,1,0.392272059005613
106,Urban,1,3,2,0.8046031147773282
107,Urban,1,3,3,0.7473181692976807
108,Peri-urban,0,2,3,0.6032776862575139
109,Urban,1,3,3,0.7488593677963652
110,Urban,1,3,3,0.7562109362473622
111,Urban,1,3,3,0.779875815858806
112,Urban,1,3,3,0.8222548628921074
113,Rural,0,1,1,0.42759237903212555
114,Peri-urban,0,2,2,0.6289522448968918
115,Peri-urban,0,2,2,0.5205957942477812
116,Rural,0,1,1,0.39966677498048697
117,Peri-urban,0,2,2,0.5901609083308632
118,Urban,1,3,3,0.7233908791959273
119,Rural,0,1,1,0.40079918833610995
120,Urban,1,3,3,0.787478639128162
121,Peri-urban,0,2,2,0.6255762836058943
122,Rural,0,1,2,0.4040623538119901
123,Urban,0,3,3,0.7725339734858374
124,Urban,1,3,3,0.8462881225228489
125,Urban,1,3,3,0.6889383249612439
126,Urban,1,3,2,0.7967867435785195
127,Peri-urban,0,2,2,0.5118374534004032
128,Rural,1,1,1,0.35439033643969403
129,Urban,1,3,2,0.8262406851504676
130,Urban,1,3,3,0.73629012597796
131,Urban,0,3,3,0.7288141090648033
132,Urban,1,3,2,0.9190972491707813
133,Urban,1,3,3,0.7320355474289918
134,Urban,1,3,3,0.8825260451543987
135,Rural,0,1,1,0.391389891771037
136,Urban,1,3,2,0.7737585439280513
137,Urban,1,3,2,0.8283393195294103
138,Peri-urban,1,2,1,0.666829703777225
139,Urban,1,3,3,0.7426966028945836
140,Rural,0,1,1,0.3744875105135735
141,Rural,0,1,2,0.44234348673421264
142,Urban,1,3,2,0.81439971562135
143,Urban,0,3,3,0.8550958915320692
144,Urban,1,3,3,0.825755597721589
145,Urban,1,3,3,0.8904112004574575
146,Urban,1,3,3,0.8089294299416826
147,Peri-urban,1,2,3,0.611090557416548
148,Urban,1,3,2,0.81608606860079
149,Urban,0,3,3,0.7928755574136721
150,Urban,1,3,3,0.8424043579400463
151,Rural,1,1,1,0.4118520611931513
152,Urban,1,3,2,0.8394090004572572
153,Urban,1,3,2,0.8472249926812081
154,Urban,1,3,3,0.8214227340780165
155,Rural,0,1,1,0.4250858162117099
156,Urban,1,3,2,0.7494835106201734
157,Peri-urban,0,2,2,0.5724823206090089
158,Peri-urban,0,2,2,0.6421691726495365
159,Urban,0,3,2,0.8711815590909258
160,Peri-urban,1,2,2,0.502978488724582
161,Urban,1,3,3,0.7716068426374293
162,Peri-urban,1,2,3,0.6011810301207324
163,Peri-urban,0,2,2,0.5560362768959661
164,Urban,1,3,3,0.7588740177909159
165,Urban,0,3,3,0.8237459936896903
166,Peri-urban,0,2,2,0.6790687984585717
167,Urban,1,3,3,0.698408822183893
168,Urban,1,3,3,0.7914761925509153
169,Urban,1,3,3,0.8231640170895195
170,Urban,1,3,3,0.8390106986100121
171,Peri-urban,0,2,3,0.6159563671534519
172,Urban,1,3,2,0.8880701274968058
173,Urban,1,3,2,0.8014453296662898
174,Urban,1,3,2,0.865599639519605
175,Peri-urban,0,2,2,0.5676816164827015
176,Urban,1,3,2,0.8028991473294426
177,Peri-urban,1,2,3,0.5393642462100574
178,Urban,1,3,2,0.8450432220274497
179,Rural,0,1,1,0.3939778568679412
180,Urban,1,3,2,0.817891053125995
181,Urban,1,3,3,0.7843315684357464
182,Urban,1,3,3,0.8293214250829508
183,Rural,0,1,2,0.4198716986927876
184,Rural,0,1,2,0.3502674285014397
185,Urban,1,3,3,0.7531616283708495
186,Peri-urban,0,2,2,0.5986115634829324
187,Peri-urban,1,2,1,0.6329786978703329
188,Urban,0,3,2,0.8931447776556924
189,Urban,1,3,3,0.8151495428332864
190,Urban,1,3,2,0.850376570124427
191,Urban,1,3,2,0.7193574532617916
192,Rural,0,1,1,0.5006477924716992
193,Rural,0,1,1,0.43028431055645966
194,Peri-urban,1,2,2,0.597519774442061
195,Urban,1,3,3,0.7917651976271037
196,Urban,0,3,3,0.7446400101070502
197,Peri-urban,1,2,2,0.5589356602139914
198,Rural,0,1,1,0.4955217816066707
199,Rural,0,1,1,0.35054977808569937
200,Peri-urban,0,2,3,0.5495866121066827
201,Peri-urban,0,2,1,0.564888975696221
202,Urban,1,3,3,0.7400909623519364
203,Urban,1,3,3,0.8007653287422756
204,Rural,0,1,1,0.45444552563326196
205,Peri-urban,0,2,3,0.5694753836863983
206,Urban,1,3,2,0.731333786011959
207,Urban,1,3,3,0.8145930656507328
208,Peri-urban,0,2,2,0.5972112831160094
209,Urban,1,3,3,0.8501362275040812
210,Urban,1,3,2,0.7772745850348866
211,Urban,0,3,2,0.7869921610186663
212,Peri-urban,0,2,1,0.5925234817728365
213,Peri-urban,0,2,2,0.604450205527674
214,Urban,1,3,3,0.7803719161321205
215,Peri-urban,1,2,3,0.5722677945976995
216,Urban,1,3,3,0.707481115755908
217,Urban,1,3,3,0.7717306395439942
218,Peri-urban,0,2,2,0.6357611634040876
219,Peri-urban,0,2,2,0.6425122759684443
220,Peri-urban,0,2,3,0.5764443488204349
221,Peri-urban,1,2,2,0.6649742999090881
222,Urban,1,3,3,0.7985647964149823
223,Urban,0,3,3,0.7331076814092027
224,Urban,1,3,3,0.7173807971772872
225,Urban,1,3,3,0.8609128961309863
226,Urban,1,3,3,0.7813498137369463
227,Rural,0,1,1,0.3392967738463711
228,Urban,1,3,2,0.6870361914282233
229,Rural,0,1,1,0.3802141944562429
230,Peri-urban,0,2,3,0.620237542949818
231,Peri-urban,0,2,2,0.5651154427976898
232,Urban,1,3,3,0.7473377419933065
233,Urban,0,3,3,0.7725312115696636
234,Urban,1,3,3,0.8621596009572429
235,Urban,1,3,2,0.7303509191162405
236,Peri-urban,1,2,1,0.5679149484788741
237,Urban,1,3,2,0.8605378869808795
238,Urban,1,3,3,0.8247088144711877
239,Peri-urban,1,2,3,0.6089563906889478
240,Urban,1,3,2,0.7675776932291876
241,Rural,0,1,1,0.40152524072502144
242,Rural,0,1,1,0.373108546577335
243,Rural,0,1,2,0.3570306934464625
244,Urban,1,3,3,0.745997126234913
245,Urban,1,3,3,0.839204779818625
246,Rural,1,1,1,0.39697969338919326
247,Urban,1,3,3,0.8157256871901348
248,Rural,0,1,1,0.40758365929007023
249,Rural,1,1,2,0.422045941390418
250,Rural,0,1,1,0.38726406050070544
251,Urban,1,3,3,0.7759171274472714
252,Urban,1,3,3,0.759235983530444
253,Rural,0,1,2,0.32930154332964434
254,Urban,1,3,3,0.7438983414688543
255,Urban,0,3,3,0.781729113944989
256,Urban,1,3,3,0.7198480257782262
257,Rural,0,1,1,0.3308857047931985
258,Peri-urban,0,2,3,0.6521069946317588
259,Urban,0,3,3,0.8112089742426897
260,Urban,1,3,3,0.777408163589824
261,Peri-urban,1,2,3,0.713578722945228
262,Rural,0,1,2,0.3175875140643486
263,Urban,1,3,3,0.8487805638230912
264,Urban,0,3,3,0.7944266958610292
265,Rural,1,1,1,0.4392523511456406
266,Peri-urban,0,2,1,0.6054476858635404
267,Peri-urban,0,2,2,0.5063877468877371
268,Peri-urban,0,2,2,0.6047730233779414
269,Urban,1,3,3,0.8167777927319799
270,Urban,1,3,3,0.6904007350737793
271,Peri-urban,0,2,2,0.6972024146900949
272,Peri-urban,0,2,3,0.6155603797086386
273,Rural,1,1,1,0.4335993870068248
274,Rural,0,1,2,0.3417235305211844
275,Urban,0,3,3,0.8345308761072809
276,Urban,1,3,2,0.8544752229781528
277,Peri-urban,1,2,2,0.6126784114068923
278,Peri-urban,1,2,2,0.5995314220739617
279,Peri-urban,0,2,3,0.5553205937550791
280,Peri-urban,0,2,1,0.5891896541108337
281,Rural,0,1,1,0.374398524287036
282,Urban,1,3,3,0.8285997818696342
283,Urban,0,3,3,0.7575062037441299
284,Urban,1,3,2,0.8282325360751779
285,Urban,1,3,2,0.7580507218635172
286,Urban,1,3,3,0.7868823722919991
287,Urban,1,3,3,0.8308022198506408
288,Urban,1,3,2,0.7648101640006979
289,Urban,1,3,3,0.8325268244488802
290,Urban,1,3,3,0.8276497078835685
291,Urban,1,3,3,0.7864524663311528
292,Urban,1,3,3,0.8580891600677896
293,Peri-urban,0,2,2,0.6038892170988557
294,Urban,1,3,3,0.8551138263292676
295,Urban,1,3,3,0.889673246243859
296,Urban,0,3,2,0.7879349489149344
297,Peri-urban,1,2,2,0.6322477492013698
298,Urban,1,3,3,0.7681216037338563
299,Peri-urban,0,2,3,0.5483592795245901
300,Urban,1,3,2,0.7902270171306787
301,Urban,0,3,3,0.7318699860125268
302,Urban,1,3,2,0.7531196110176346
303,Urban,1,3,3,0.8295716299660534
304,Peri-urban,1,2,1,0.5743175492275581
305,Peri-urban,0,2,2,0.635525704356093
306,Rural,0,1,1,0.4149705969008744
307,Urban,0,3,3,0.8925577031009558
308,Urban,1,3,2,0.8262168642788024
309,Peri-urban,1,2,2,0.6557109035139657
310,Urban,1,3,3,0.8200942331563774
311,Urban,0,3,3,0.8155696750539037
312,Urban,1,3,2,0.8582366521056658
313,Urban,0,3,2,0.8334398732932633
314,Rural,0,1,2,0.41050318064787145
315,Peri-urban,1,2,2,0.6102827332964859
316,Peri-urban,0,2,1,0.6269114655915208
317,Urban,1,3,3,0.7664313240270058
318,Urban,1,3,3,0.7643100266930651
319,Urban,1,3,2,0.8712702966186466
320,Urban,1,3,3,0.893220683193
321,Urban,1,3,3,0.7535558770794918
322,Peri-urban,0,2,2,0.5665502783780147
323,Peri-urban,1,2,2,0.6571261409752072
324,Urban,1,3,3,0.8266759996571199
325,Rural,0,1,1,0.4338214052660461
326,Peri-urban,0,2,2,0.6448300647426528
327,Urban,1,3,2,0.7879633919127963
328,Peri-urban,0,2,2,0.6164984962495093
329,Urban,1,3,3,0.8126096075349046
330,Urban,0,3,3,0.757075419987727
331,Urban,1,3,2,0.8157545471607852
332,Peri-urban,1,2,2,0.6618855348074834
333,Urban,1,3,3,0.783293338057832
334,Urban,1,3,3,0.8076284624370468
335,Urban,1,3,3,0.8103354458005428
336,Urban,1,3,3,0.7857667724782366
337,Rural,0,1,1,0.4338450618847179
338,Peri-urban,0,2,1,0.5659967184372506
339,Urban,1,3,3,0.8666322759347967
340,Urban,0,3,3,0.8313102780816123
341,Urban,1,3,3,0.7531615699663553
342,Urban,1,3,2,0.8849004842443127
343,Urban,1,3,3,0.8084050730630798
344,Urban,1,3,2,0.7638526241382475
345,Urban,0,3,3,0.8552277262495596
346,Peri-urban,0,2,2,0.6247335759724012
347,Peri-urban,0,2,2,0.511402014788298
348,Urban,0,3,2,0.7737169841378073
349,Urban,1,3,3,0.8139548668610772
350,Peri-urban,0,2,2,0.492021666117867
351,Urban,1,3,2,0.8042535042693697
352,Rural,0,1,1,0.40789896863526304
353,Peri-urban,0,2,2,0.5408254058812089
354,Urban,1,3,3,0.8135322443129982
355,Urban,1,3,3,0.8003731919562517
356,Peri-urban,0,2,3,0.5404352947057492
357,Urban,1,3,3,0.8459780273431413
358,Urban,1,3,3,0.8418926897383903
359,Rural,0,1,1,0.385513145657382
360,Urban,1,3,2,0.7900709338304088
361,Urban,0,3,3,0.8363131968797674
362,Peri-urban,1,2,2,0.5899668428444097
363,Urban,0,3,3,0.7034545899739924
364,Urban,0,3,3,0.8243468278699964
365,Rural,0,1,1,0.3593370339630746
366,Urban,1,3,3,0.7805078472791204
367,Rural,1,1,2,0.4728935283975738
368,Rural,0,1,1,0.3933010762995601
369,Urban,1,3,2,0.8000867467936937
370,Urban,1,3,3,0.8254833637731799
371,Urban,1,3,2,0.8252666971937016
372,Urban,0,3,3,0.7540401116311108
373,Urban,1,3,3,0.7969850742232814
374,Peri-urban,0,2,2,0.6018076263962914
375,Urban,0,3,3,0.8136013448314414
376,Urban,1,3,3,0.814461097045831
377,Peri-urban,0,2,2,0.7293720614388729
378,Urban,1,3,3,0.7412070114706378
379,Peri-urban,1,2,2,0.6490045810098978
380,Urban,1,3,3,0.8591687902916529
381,Urban,1,3,3,0.8246391986961764
382,Peri-urban,1,2,2,0.5674842302563462
383,Peri-urban,0,2,2,0.6832334015133813
384,Rural,1,1,1,0.2904008567629901
385,Peri-urban,1,2,2,0.5658366651391087
386,Peri-urban,0,2,2,0.6585841098611406
387,Urban,1,3,3,0.7814944198288741
388,Urban,0,3,3,0.8798232262400093
389,Peri-urban,1,2,3,0.52440976276608
390,Peri-urban,1,2,1,0.5443949053025996
391,Rural,1,1,1,0.3734180914936513
392,Urban,1,3,2,0.8208699638768265
393,Urban,1,3,2,0.7888989924809989
394,Peri-urban,0,2,3,0.5754800373718789
395,Urban,1,3,2,0.8710198215549263
396,Rural,0,1,1,0.4756722487694576
397,Rural,0,1,1,0.37928101171462225
398,Urban,1,3,3,0.7145116096335169
399,Peri-urban,0,2,3,0.492125808540631
400,Peri-urban,0,2,2,0.6119645057390178
401,Urban,1,3,3,0.8327977811109399
402,Rural,0,1,1,0.4031498892789273
403,Urban,1,3,3,0.7964545946459621
404,Peri-urban,0,2,2,0.5597728692652959
405,Urban,0,3,3,0.832748989695692
406,Rural,0,1,1,0.4839092689449455
407,Urban,1,3,3,0.6891561161332223
408,Urban,1,3,3,0.7961249405606142
409,Rural,0,1,1,0.35148258252932
410,Urban,1,3,3,0.7254767002973075
411,Urban,1,3,2,0.7435012064607792
412,Rural,0,1,1,0.41898364278422023
413,Rural,0,1,1,0.4202481098795583
414,Urban,1,3,3,0.87301438805874
415,Peri-urban,1,2,2,0.6004390773572731
416,Urban,1,3,2,0.7120889185065211
417,Urban,1,3,3,0.7880915228812014
418,Urban,1,3,3,0.7306810463892108
419,Peri-urban,0,2,3,0.5396602056788997
420,Peri-urban,1,2,2,0.6290279529203248
421,Peri-urban,0,2,2,0.609709045279721
422,Peri-urban,0,2,3,0.6293782797717665
423,Urban,1,3,3,0.7821253576364137
424,Urban,1,3,3,0.8395264781712678
425,Urban,1,3,3,0.7793298550854945
426,Urban,1,3,3,0.8558341416371124
427,Urban,1,3,3,0.8172319469735772
428,Rural,1,1,1,0.38965015647576917
429,Urban,1,3,2,0.8106046522088048
430,Urban,1,3,2,0.7991069649512541
431,Urban,1,3,3,0.8798053257656462
432,Peri-urban,0,2,2,0.6122718811289395
433,Peri-urban,1,2,2,0.5999193663802745
434,Urban,1,3,3,0.7880754571474601
435,Urban,0,3,3,0.8421592109622505
436,Peri-urban,0,2,2,0.6353956669526752
437,Urban,1,3,2,0.7863079184843687
438,Peri-urban,0,2,3,0.5422179242688595
439,Peri-urban,0,2,1,0.5549015930810823
440,Urban,1,3,2,0.7907918730228902
441,Urban,1,3,2,0.8674463753059543
442,Rural,0,1,1,0.3874911685376543
443,Urban,0,3,2,0.7702938195017218
444,Urban,0,3,3,0.7119640343375677
445,Peri-urban,0,2,2,0.6756770717801148
446,Rural,0,1,1,0.42845140729907305
447,Rural,0,1,1,0.4398004985002929
448,Peri-urban,1,2,1,0.6480844025964687
449,Urban,1,3,3,0.7917634885620519
450,Urban,0,3,3,0.8042295316873768
451,Peri-urban,1,2,3,0.6744300970975997
452,Urban,0,3,3,0.8089790444659569
453,Urban,1,3,3,0.8293762645031998
454,Rural,1,1,1,0.4435275358600256
455,Urban,1,3,3,0.8321465666211322
456,Urban,1,3,3,0.7935915414866753
457,Urban,1,3,2,0.798305807859304
458,Urban,1,3,3,0.8388820218987971
459,Urban,1,3,3,0.8388001429967363
460,Urban,1,3,3,0.8584116299509731
461,Urban,1,3,3,0.8275548491654919
462,Peri-urban,0,2,1,0.6298302806796027
463,Peri-urban,1,2,2,0.5776883316607776
464,Urban,0,3,2,0.770942524446405
465,Rural,0,1,2,0.43903153371757475
466,Urban,1,3,2,0.7712907465991813
467,Urban,1,3,2,0.7989649498441569
468,Rural,0,1,2,0.4689511620485646
469,Urban,1,3,3,0.8610285146172545
470,Rural,0,1,1,0.4150894415398592
471,Urban,1,3,3,0.7851930210083146
472,Rural,1,1,1,0.3938310544828248
473,Urban,1,3,2,0.8433830070527808
474,Rural,0,1,1,0.39817503612769173
475,Urban,1,3,3,0.7720858803494869
476,Rural,0,1,2,0.46078873782039875
477,Urban,1,3,3,0.8090800069564641
478,Urban,1,3,3,0.7711372089504127
479,Rural,0,1,1,0.42394700944663155
480,Urban,1,3,3,0.8485609206596254
481,Peri-urban,0,2,3,0.549616346760612
482,Peri-urban,1,2,1,0.5899773043323533
483,Urban,1,3,3,0.7876658316205795
484,Peri-urban,0,2,2,0.6226143582891738
485,Urban,1,3,3,0.831600416142993
486,Rural,1,1,1,0.37242630443602576
487,Urban,1,3,3,0.7253624412046988
488,Urban,0,3,3,0.85158993772997
489,Rural,0,1,1,0.3440027364711394
490,Rural,0,1,1,0.4135592102521939
491,Urban,1,3,3,0.793400955063466
492,Peri-urban,0,2,1,0.6081221952602037
493,Urban,1,3,2,0.882561698585343
494,Urban,1,3,3,0.9519140806810915
495,Urban,1,3,3,0.7183281294300696
496,Urban,1,3,3,0.8491953077666462
497,Urban,1,3,3,0.7921876113661177
498,Urban,1,3,2,0.8523927256856276
499,Rural,0,1,1,0.4478631538089582
500,Rural,0,1,1,0.4704872403599082
501,Peri-urban,0,2,2,0.6142482457581349
502,Urban,1,3,3,0.7555211757522489
503,Urban,1,3,2,0.8463824744354811
504,Peri-urban,0,2,2,0.6058998788072032
505,Peri-urban,1,2,2,0.5883078392432933
506,Urban,1,3,3,0.7761888059647519
507,Rural,0,1,1,0.4503167784552565
508,Peri-urban,0,2,1,0.6801684746003689
509,Rural,0,1,1,0.34023237206501833
510,Peri-urban,0,2,2,0.6310976121239465
511,Peri-urban,0,2,1,0.5813806407288677
512,Urban,1,3,3,0.7266363800903943
513,Rural,0,1,2,0.4073852910381504
514,Rural,0,1,1,0.35834311099052196
515,Urban,1,3,3,0.7211123386099901
516,Urban,1,3,3,0.7609129763887733
517,Urban,1,3,3,0.7486113041043073
518,Peri-urban,0,2,3,0.5676656573468304
519,Rural,0,1,2,0.33370579615231555
520,Urban,1,3,3,0.7802429945686894
521,Urban,1,3,2,0.7643375435958014
522,Urban,1,3,3,0.8187806938572829
523,Rural,1,1,1,0.4296769493199158
524,Peri-urban,0,2,2,0.6130074288389221
525,Peri-urban,0,2,3,0.5882277771063246
526,Urban,1,3,2,0.7868786202153844
527,Urban,1,3,3,0.7581462506294318
528,Urban,1,3,3,0.7593502670295031
529,Urban,0,3,3,0.8351801934039369
530,Rural,0,1,1,0.3120148700674768
531,Peri-urban,1,2,2,0.5959637530843529
532,Rural,0,1,1,0.38382354692194
533,Rural,1,1,1,0.42995660506874467
534,Urban,1,3,2,0.7287494008288825
535,Peri-urban,1,2,2,0.600624035274297
536,Rural,0,1,1,0.4171492170679554
537,Peri-urban,0,2,1,0.5047634390688003
538,Urban,1,3,3,0.7462836013569132
539,Urban,1,3,2,0.7954105076593605
540,Urban,1,3,3,0.8257073453817153
541,Rural,0,1,1,0.40912496555563505
542,Peri-urban,1,2,1,0.6280227126474903
543,Urban,1,3,3,0.7460313743679673
544,Peri-urban,1,2,1,0.5205624825135986
545,Peri-urban,1,2,2,0.6042252902878394
546,Urban,1,3,3,0.7385323380892943
547,Urban,0,3,3,0.7567338836976099
548,Peri-urban,1,2,1,0.6466139177413186
549,Urban,1,3,3,0.8094549778383426
550,Peri-urban,0,2,3,0.5715927547372293
551,Urban,1,3,3,0.7650984247679519
552,Rural,0,1,1,0.43104607784445825
553,Urban,1,3,2,0.8105985467824992
554,Urban,1,3,3,0.7392721678838655
555,Rural,0,1,1,0.30260881334495265
556,Urban,1,3,3,0.8940900916320076
557,Urban,1,3,3,0.7388760387341221
558,Urban,0,3,3,0.8263848251650062
559,Peri-urban,0,2,1,0.6755346466169087
560,Peri-urban,1,2,1,0.6073798784416578
561,Peri-urban,0,2,1,0.5699781661766398
562,Urban,0,3,2,0.7286975479152145
563,Urban,1,3,3,0.7279994731839985
564,Urban,1,3,3,0.8188347424338194
565,Urban,1,3,3,0.8725488161474992
566,Urban,1,3,3,0.7802270451647736
567,Urban,0,3,3,0.7722139768925318
568,Urban,1,3,3,0.8348740545405594
569,Rural,1,1,1,0.3657026373047627
570,Urban,1,3,3,0.8137241453814211
571,Urban,1,3,3,0.8020900725042757
572,Peri-urban,1,2,1,0.5795265970710972
573,Urban,1,3,2,0.799223092063174
574,Peri-urban,0,2,2,0.688157605732499
575,Rural,1,1,2,0.43022664720504783
576,Rural,1,1,1,0.4546250402127989
577,Urban,0,3,3,0.754065281953997
578,Rural,1,1,1,0.45479680738037875
579,Urban,1,3,3,0.8319510237734493
580,Urban,1,3,3,0.7250201951720316
581,Urban,1,3,3,0.826989536668555
582,Rural,1,1,1,0.3743362931602662
583,Urban,1,3,3,0.7227098161837192
584,Urban,1,3,2,0.806488786616381
585,Peri-urban,0,2,2,0.6269521295531305
586,Urban,1,3,3,0.8075804034322281
587,Urban,1,3,3,0.7945430707577122
588,Urban,0,3,3,0.7834707330770835
589,Urban,1,3,3,0.9233294004670779
590,Urban,1,3,3,0.7408715305735678
591,Urban,1,3,3,0.8436460991178603
592,Peri-urban,1,2,3,0.6007711485444491
593,Urban,1,3,3,0.7572766746866484
594,Urban,1,3,3,0.7975800474685711
595,Rural,1,1,1,0.33035336812056915
596,Urban,1,3,2,0.7702254796596574
597,Peri-urban,0,2,2,0.5976532837082197
598,Urban,1,3,3,0.7224441470700436
599,Urban,1,3,3,0.8253191269244029
600,Urban,1,3,3,0.7518119479544234
601,Urban,1,3,3,0.7274139520993225
602,Urban,1,3,3,0.7459791132085816
603,Urban,1,3,3,0.9087977080917744
604,Urban,0,3,3,0.701096792906558
605,Urban,1,3,3,0.8218061544384896
606,Urban,1,3,3,0.7624181864490357
607,Urban,1,3,2,0.782493591424122
608,Urban,0,3,2,0.8301965464340166
609,Urban,1,3,3,0.8277409357419461
610,Peri-urban,1,2,2,0.5659651790419105
611,Urban,1,3,3,0.7321087996683353
612,Peri-urban,1,2,2,0.631107048685032
613,Peri-urban,0,2,3,0.6276188596504672
614,Urban,1,3,3,0.7857515245605906
615,Rural,0,1,1,0.4220972191904189
616,Rural,0,1,1,0.37770852595122323
617,Urban,0,3,2,0.7586481217482606
618,Urban,0,3,3,0.8001981090560538
619,Peri-urban,0,2,2,0.6259516370545759
620,Peri-urban,0,2,2,0.6154625134776217
621,Urban,1,3,3,0.8254581340038336
622,Urban,1,3,3,0.7619710563355437
623,Urban,1,3,3,0.8790940562379127
624,Urban,0,3,3,0.7828809572330688
625,Peri-urban,1,2,2,0.5940542174261704
626,Urban,1,3,2,0.7340672045391067
627,Urban,1,3,3,0.7903072421851358
628,Peri-urban,0,2,3,0.6266118868425758
629,Urban,1,3,3,0.8381255306346332
630,Urban,1,3,3,0.8780970368593392
631,Peri-urban,1,2,3,0.626011744791273
632,Rural,0,1,1,0.41384565978998517
633,Urban,1,3,3,0.7776852444242841
634,Urban,1,3,3,0.7669129795883497
635,Urban,1,3,2,0.8485124257334078
636,Urban,0,3,3,0.8475535175869455
637,Urban,1,3,3,0.7461493649575615
638,Urban,1,3,3,0.8361547943576741
639,Urban,1,3,3,0.8325191845697921
640,Urban,1,3,2,0.7443095557492904
641,Urban,1,3,3,0.8270228402394589
642,Urban,0,3,3,0.7475226770259097
643,Urban,1,3,2,0.6785353516163256
644,Urban,0,3,2,0.7919948793153976
