student_id,location,tablet_access,bandwidth,resource_level,teacher_qualification
STU000050,rural,shared_access,medium,high,degree
STU000051,rural,no_access,low,medium,diploma
STU000052,rural,no_access,medium,medium,diploma
STU000053,urban,shared_access,medium,medium,diploma
STU000054,peri-urban,no_access,low,medium,degree
STU000055,peri-urban,individual_access,medium,medium,diploma
STU000056,urban,no_access,low,low,diploma
STU000057,peri-urban,no_access,high,high,degree
STU000058,peri-urban,no_access,high,medium,diploma
STU000059,rural,shared_access,medium,low,degree
STU000060,rural,individual_access,high,low,untrained
STU000061,peri-urban,individual_access,medium,medium,diploma
STU000062,peri-urban,shared_access,low,high,postgraduate
STU000063,peri-urban,individual_access,low,medium,degree
STU000064,urban,no_access,low,low,diploma
STU000065,peri-urban,shared_access,low,medium,degree
STU000066,peri-urban,individual_access,medium,low,diploma
STU000067,peri-urban,no_access,low,low,diploma
STU000068,rural,individual_access,medium,medium,diploma
STU000069,rural,no_access,low,low,untrained
STU000070,peri-urban,no_access,low,low,untrained
STU000071,rural,shared_access,low,low,degree
STU000072,peri-urban,individual_access,high,low,diploma
STU000073,urban,no_access,low,low,postgraduate
STU000074,rural,individual_access,low,low,diploma
STU000075,rural,no_access,low,medium,diploma
STU000076,rural,shared_access,high,high,degree
STU000077,rural,shared_access,low,low,untrained
STU000078,peri-urban,no_access,medium,high,diploma
STU000079,peri-urban,shared_access,low,medium,untrained
STU000080,urban,shared_access,low,low,diploma
STU000081,peri-urban,shared_access,medium,low,diploma
STU000082,peri-urban,no_access,medium,low,degree
STU000083,urban,no_access,medium,medium,diploma
STU000084,rural,individual_access,low,medium,diploma
STU000085,rural,shared_access,high,low,diploma
STU000086,rural,individual_access,medium,low,untrained
STU000087,peri-urban,shared_access,high,low,postgraduate
STU000088,peri-urban,individual_access,low,medium,degree
STU000089,rural,no_access,low,low,untrained
STU000090,peri-urban,shared_access,low,medium,diploma
STU000091,rural,shared_access,medium,medium,diploma
STU000092,peri-urban,no_access,medium,medium,diploma
STU000093,peri-urban,no_access,low,low,postgraduate
STU000094,rural,shared_access,low,medium,untrained
STU000095,rural,individual_access,low,medium,degree
STU000096,peri-urban,shared_access,low,medium,degree
STU000097,rural,no_access,medium,medium,degree
STU000098,rural,individual_access,low,low,diploma
STU000099,rural,no_access,low,low,diploma
STU000100,urban,no_access,low,medium,degree
STU000101,urban,individual_access,low,medium,degree
STU000102,peri-urban,shared_access,high,medium,diploma
STU000103,rural,individual_access,low,medium,untrained
STU000104,urban,individual_access,high,high,diploma
STU000105,urban,shared_access,medium,high,untrained
STU000106,peri-urban,no_access,medium,low,diploma
STU000107,peri-urban,no_access,low,low,diploma
STU000108,rural,individual_access,medium,high,degree
STU000109,rural,individual_access,medium,medium,degree
STU000110,urban,no_access,low,high,degree
STU000111,peri-urban,no_access,high,medium,degree
STU000112,rural,no_access,low,high,degree
STU000113,rural,no_access,low,low,diploma
STU000114,peri-urban,individual_access,low,medium,degree
STU000115,rural,no_access,medium,medium,diploma
STU000116,urban,no_access,low,low,postgraduate
STU000117,urban,individual_access,low,low,untrained
STU000118,peri-urban,shared_access,low,low,degree
STU000119,peri-urban,shared_access,low,low,diploma
STU000120,peri-urban,no_access,low,high,diploma
STU000121,peri-urban,no_access,high,high,diploma
STU000122,peri-urban,no_access,low,high,untrained
STU000123,rural,no_access,high,high,degree
STU000124,peri-urban,no_access,medium,medium,diploma
STU000125,rural,no_access,medium,high,diploma
STU000126,peri-urban,no_access,high,low,degree
STU000127,rural,no_access,low,low,degree
STU000128,rural,individual_access,medium,high,degree
STU000129,rural,no_access,low,medium,untrained
STU000130,peri-urban,no_access,low,medium,diploma
STU000131,rural,individual_access,low,medium,diploma
STU000132,urban,no_access,medium,low,degree
STU000133,peri-urban,shared_access,medium,low,degree
STU000134,rural,individual_access,low,medium,degree
STU000135,peri-urban,shared_access,medium,medium,degree
STU000136,rural,no_access,low,low,diploma
STU000137,urban,shared_access,low,medium,diploma
STU000138,peri-urban,shared_access,low,low,degree
STU000139,urban,no_access,medium,medium,untrained
STU000140,rural,no_access,low,medium,degree
STU000141,peri-urban,no_access,low,medium,degree
STU000142,peri-urban,individual_access,low,high,diploma
STU000143,urban,no_access,medium,medium,degree
STU000144,peri-urban,no_access,medium,high,diploma
STU000145,peri-urban,shared_access,low,medium,untrained
STU000146,rural,individual_access,medium,high,diploma
STU000147,rural,no_access,medium,medium,diploma
STU000148,peri-urban,no_access,low,medium,degree
STU000149,peri-urban,no_access,low,medium,diploma
STU000150,rural,shared_access,high,medium,diploma
STU000151,urban,shared_access,low,low,untrained
STU000152,urban,individual_access,low,low,degree
STU000153,rural,no_access,high,low,diploma
STU000154,peri-urban,no_access,medium,medium,degree
STU000155,rural,no_access,medium,low,diploma
STU000156,peri-urban,no_access,medium,medium,degree
STU000157,rural,shared_access,low,low,diploma
STU000158,peri-urban,shared_access,medium,low,untrained
STU000159,peri-urban,no_access,low,medium,diploma
STU000160,urban,shared_access,high,high,degree
STU000161,rural,no_access,low,low,postgraduate
STU000162,urban,shared_access,low,high,postgraduate
STU000163,rural,no_access,low,low,diploma
STU000164,rural,shared_access,medium,medium,degree
STU000165,peri-urban,no_access,medium,low,degree
STU000166,rural,individual_access,medium,low,diploma
STU000167,urban,individual_access,low,low,untrained
STU000168,urban,individual_access,low,low,degree
STU000169,rural,individual_access,medium,medium,postgraduate
STU000170,urban,no_access,low,medium,untrained
STU000171,rural,shared_access,medium,low,diploma
STU000172,peri-urban,no_access,high,high,untrained
STU000173,rural,individual_access,medium,medium,diploma
STU000174,urban,no_access,low,low,diploma
STU000175,rural,no_access,medium,low,diploma
STU000176,rural,shared_access,high,low,diploma
STU000177,peri-urban,no_access,medium,medium,degree
STU000178,urban,shared_access,medium,medium,diploma
STU000179,urban,no_access,low,low,degree
STU000180,peri-urban,shared_access,medium,low,degree
STU000181,urban,individual_access,low,low,degree
STU000182,urban,shared_access,medium,low,diploma
STU000183,peri-urban,no_access,high,medium,postgraduate
STU000184,rural,no_access,high,high,diploma
STU000185,urban,no_access,low,low,untrained
STU000186,peri-urban,no_access,medium,low,untrained
STU000187,rural,shared_access,low,low,degree
STU000188,rural,no_access,low,low,untrained
STU000189,peri-urban,no_access,medium,medium,diploma
STU000190,rural,no_access,low,high,degree
STU000191,urban,individual_access,low,medium,degree
STU000192,rural,no_access,medium,low,degree
STU000193,rural,no_access,medium,high,diploma
STU000194,urban,shared_access,medium,medium,degree
STU000195,rural,no_access,medium,low,untrained
STU000196,rural,individual_access,medium,high,diploma
STU000197,peri-urban,no_access,low,medium,untrained
STU000198,urban,shared_access,low,medium,diploma
STU000199,rural,shared_access,medium,medium,untrained
STU000200,rural,individual_access,medium,low,diploma
STU000201,urban,shared_access,low,medium,diploma
STU000202,urban,shared_access,low,medium,diploma
STU000203,peri-urban,no_access,high,high,untrained
STU000204,rural,shared_access,high,low,diploma
STU000205,rural,shared_access,medium,low,degree
STU000206,rural,shared_access,medium,medium,diploma
STU000207,rural,shared_access,high,medium,degree
STU000208,peri-urban,no_access,medium,low,diploma
STU000209,rural,no_access,low,medium,diploma
STU000210,peri-urban,no_access,medium,medium,diploma
STU000211,peri-urban,no_access,high,medium,diploma
STU000212,peri-urban,no_access,medium,low,degree
STU000213,rural,no_access,low,medium,diploma
STU000214,urban,shared_access,high,medium,postgraduate
STU000215,peri-urban,shared_access,medium,medium,degree
STU000216,peri-urban,shared_access,low,medium,diploma
STU000217,rural,shared_access,high,medium,postgraduate
STU000218,rural,no_access,medium,low,diploma
STU000219,urban,no_access,medium,low,degree
STU000220,rural,shared_access,high,low,diploma
STU000221,rural,individual_access,low,medium,diploma
STU000222,peri-urban,shared_access,medium,medium,untrained
STU000223,peri-urban,shared_access,low,high,degree
STU000224,urban,shared_access,high,medium,diploma
STU000225,rural,shared_access,high,medium,degree
STU000226,urban,shared_access,medium,medium,postgraduate
STU000227,rural,shared_access,medium,low,untrained
STU000228,peri-urban,no_access,medium,medium,postgraduate
STU000229,peri-urban,no_access,low,low,diploma
STU000230,rural,no_access,low,medium,degree
STU000231,rural,shared_access,low,high,diploma
STU000232,peri-urban,shared_access,medium,medium,degree
STU000233,urban,no_access,medium,low,degree
STU000234,peri-urban,no_access,medium,medium,diploma
STU000235,urban,shared_access,low,high,degree
STU000236,urban,no_access,medium,low,postgraduate
STU000237,peri-urban,individual_access,low,high,degree
STU000238,urban,no_access,high,high,postgraduate
STU000239,rural,no_access,high,medium,degree
STU000240,rural,no_access,medium,low,diploma
STU000241,urban,no_access,medium,low,degree
STU000242,urban,no_access,low,low,degree
STU000243,rural,no_access,low,low,untrained
STU000244,peri-urban,no_access,medium,medium,diploma
STU000245,peri-urban,no_access,medium,high,diploma
STU000246,urban,shared_access,low,low,degree
STU000247,peri-urban,no_access,low,medium,degree
STU000248,peri-urban,no_access,medium,medium,degree
STU000249,rural,no_access,low,low,untrained
STU000250,peri-urban,individual_access,low,medium,untrained
STU000251,peri-urban,shared_access,low,high,diploma
STU000252,urban,individual_access,high,low,degree
STU000253,peri-urban,individual_access,low,low,degree
STU000254,rural,no_access,low,medium,degree
STU000255,rural,shared_access,low,low,diploma
STU000256,peri-urban,no_access,low,high,degree
STU000257,urban,individual_access,medium,high,degree
STU000258,rural,no_access,low,low,postgraduate
STU000259,rural,no_access,low,medium,degree
STU000260,peri-urban,individual_access,high,medium,diploma
STU000261,rural,individual_access,medium,medium,degree
STU000262,urban,individual_access,low,medium,diploma
STU000263,rural,no_access,low,high,degree
STU000264,rural,no_access,medium,low,degree
STU000265,urban,no_access,medium,medium,degree
STU000266,rural,no_access,high,low,diploma
STU000267,rural,shared_access,low,low,degree
STU000268,rural,no_access,medium,high,diploma
STU000269,rural,shared_access,low,medium,degree
STU000270,rural,no_access,low,medium,postgraduate
STU000271,rural,shared_access,medium,low,untrained
STU000272,rural,individual_access,medium,high,degree
STU000273,rural,shared_access,low,low,degree
STU000274,peri-urban,no_access,low,medium,degree
STU000275,peri-urban,no_access,medium,low,untrained
STU000276,rural,no_access,low,medium,postgraduate
STU000277,rural,shared_access,low,medium,postgraduate
STU000278,peri-urban,shared_access,low,low,degree
STU000279,urban,no_access,low,medium,diploma
STU000280,urban,individual_access,medium,low,degree
STU000281,rural,shared_access,low,medium,untrained
STU000282,rural,individual_access,medium,medium,degree
STU000283,rural,no_access,medium,high,untrained
STU000284,rural,individual_access,low,low,diploma
STU000285,peri-urban,no_access,medium,low,untrained
STU000286,peri-urban,no_access,low,low,degree
STU000287,rural,individual_access,medium,low,degree
STU000288,rural,individual_access,medium,medium,degree
STU000289,peri-urban,shared_access,medium,low,untrained
STU000290,rural,no_access,low,low,diploma
STU000291,urban,no_access,medium,low,diploma
STU000292,rural,shared_access,medium,medium,degree
STU000293,urban,individual_access,low,medium,untrained
STU000294,rural,no_access,low,low,degree
STU000295,urban,no_access,low,high,diploma
STU000296,urban,shared_access,low,low,postgraduate
STU000297,urban,shared_access,low,medium,diploma
STU000298,urban,no_access,high,low,untrained
STU000299,urban,shared_access,high,medium,untrained
STU000300,peri-urban,individual_access,low,low,diploma
STU000301,urban,no_access,high,high,diploma
STU000302,rural,shared_access,medium,medium,degree
STU000303,peri-urban,shared_access,low,medium,degree
STU000304,peri-urban,shared_access,high,medium,untrained
STU000305,urban,individual_access,medium,low,degree
STU000306,peri-urban,shared_access,medium,low,untrained
STU000307,rural,shared_access,low,high,degree
STU000308,peri-urban,no_access,low,medium,untrained
STU000309,rural,shared_access,high,low,diploma
STU000310,rural,no_access,low,low,degree
STU000311,peri-urban,no_access,low,low,diploma
STU000312,peri-urban,shared_access,low,medium,untrained
STU000313,rural,shared_access,low,medium,degree
STU000314,rural,individual_access,low,medium,degree
STU000315,rural,shared_access,high,low,degree
STU000316,rural,individual_access,low,high,degree
STU000317,rural,no_access,high,low,untrained
STU000318,peri-urban,shared_access,medium,low,degree
STU000319,rural,individual_access,medium,high,degree
STU000320,urban,no_access,low,medium,untrained
STU000321,urban,individual_access,low,medium,untrained
STU000322,peri-urban,shared_access,high,high,degree
STU000323,rural,no_access,medium,low,degree
STU000324,peri-urban,shared_access,low,low,diploma
STU000325,urban,no_access,high,low,degree
STU000326,peri-urban,no_access,medium,low,diploma
STU000327,urban,no_access,low,medium,diploma
STU000328,peri-urban,no_access,medium,medium,degree
STU000329,peri-urban,no_access,medium,low,diploma
STU000330,rural,individual_access,medium,medium,diploma
STU000331,peri-urban,no_access,low,low,degree
STU000332,rural,individual_access,low,low,diploma
STU000333,peri-urban,shared_access,low,low,degree
STU000334,urban,no_access,low,medium,postgraduate
STU000335,rural,no_access,low,medium,degree
STU000336,peri-urban,individual_access,medium,high,degree
STU000337,rural,shared_access,medium,high,postgraduate
STU000338,peri-urban,individual_access,low,medium,degree
STU000339,rural,no_access,medium,medium,degree
STU000340,urban,shared_access,low,medium,untrained
STU000341,rural,shared_access,low,high,degree
STU000342,urban,individual_access,medium,medium,diploma
STU000343,urban,no_access,high,low,untrained
STU000344,peri-urban,individual_access,low,low,degree
STU000345,urban,no_access,high,medium,diploma
STU000346,urban,individual_access,high,low,untrained
STU000347,urban,shared_access,medium,medium,degree
STU000348,rural,shared_access,high,high,untrained
STU000349,peri-urban,no_access,low,low,degree
STU000350,rural,individual_access,low,low,postgraduate
STU000351,peri-urban,no_access,medium,low,degree
STU000352,rural,shared_access,low,medium,diploma
STU000353,peri-urban,shared_access,low,medium,degree
STU000354,peri-urban,shared_access,low,low,untrained
STU000355,peri-urban,shared_access,low,medium,degree
STU000356,peri-urban,shared_access,low,medium,diploma
STU000357,urban,shared_access,low,low,diploma
STU000358,urban,shared_access,high,low,diploma
STU000359,peri-urban,shared_access,low,low,postgraduate
STU000360,peri-urban,shared_access,medium,medium,diploma
STU000361,urban,individual_access,low,low,diploma
STU000362,rural,shared_access,low,low,diploma
STU000363,rural,no_access,high,low,diploma
STU000364,rural,shared_access,low,medium,postgraduate
STU000365,peri-urban,no_access,low,medium,diploma
STU000366,peri-urban,no_access,medium,low,untrained
STU000367,urban,shared_access,low,medium,untrained
STU000368,peri-urban,no_access,low,medium,degree
STU000369,rural,shared_access,high,high,degree
STU000370,urban,individual_access,low,medium,degree
STU000371,urban,no_access,medium,medium,degree
STU000372,rural,no_access,low,low,untrained
STU000373,rural,no_access,low,low,postgraduate
STU000374,rural,no_access,low,high,degree
STU000375,rural,shared_access,medium,low,degree
STU000376,rural,shared_access,low,low,diploma
STU000377,urban,shared_access,high,medium,degree
STU000378,peri-urban,no_access,medium,high,degree
STU000379,rural,shared_access,medium,low,diploma
STU000380,peri-urban,no_access,low,high,untrained
STU000381,peri-urban,shared_access,medium,low,degree
STU000382,urban,shared_access,medium,high,degree
STU000383,urban,no_access,low,high,diploma
STU000384,peri-urban,individual_access,high,medium,postgraduate
STU000385,rural,shared_access,low,high,diploma
STU000386,urban,no_access,high,high,diploma
STU000387,peri-urban,shared_access,high,high,diploma
STU000388,urban,shared_access,low,medium,degree
STU000389,rural,no_access,low,medium,untrained
STU000390,urban,no_access,medium,low,degree
STU000391,peri-urban,shared_access,medium,low,diploma
STU000392,rural,individual_access,medium,medium,diploma
STU000393,peri-urban,shared_access,low,low,untrained
STU000394,peri-urban,shared_access,medium,high,diploma
STU000395,rural,shared_access,high,low,diploma
STU000396,peri-urban,no_access,high,low,untrained
STU000397,urban,no_access,low,low,diploma
STU000398,rural,no_access,high,low,diploma
STU000399,peri-urban,individual_access,low,low,postgraduate
STU000400,peri-urban,individual_access,medium,medium,degree
STU000401,rural,individual_access,low,low,untrained
STU000402,urban,no_access,medium,medium,diploma
STU000403,urban,shared_access,low,low,untrained
STU000404,rural,shared_access,low,medium,diploma
STU000405,urban,no_access,low,medium,diploma
STU000406,urban,no_access,high,low,postgraduate
STU000407,rural,shared_access,medium,low,diploma
STU000408,urban,shared_access,medium,medium,degree
STU000409,rural,shared_access,medium,medium,degree
STU000410,urban,no_access,low,low,diploma
STU000411,peri-urban,shared_access,low,medium,diploma
STU000412,peri-urban,no_access,low,low,diploma
STU000413,rural,no_access,low,low,degree
STU000414,urban,shared_access,high,low,degree
STU000415,rural,no_access,low,medium,diploma
STU000416,rural,individual_access,medium,low,diploma
STU000417,rural,shared_access,medium,medium,diploma
STU000418,urban,no_access,high,low,diploma
STU000419,rural,no_access,low,low,degree
STU000420,urban,shared_access,high,low,untrained
STU000421,peri-urban,no_access,medium,medium,diploma
STU000422,rural,no_access,medium,medium,degree
STU000423,rural,no_access,medium,medium,diploma
STU000424,rural,no_access,low,low,untrained
STU000425,peri-urban,shared_access,medium,low,diploma
STU000426,urban,shared_access,medium,low,degree
STU000427,rural,no_access,medium,high,postgraduate
STU000428,urban,shared_access,high,medium,degree
STU000429,rural,no_access,medium,medium,degree
STU000430,urban,shared_access,low,low,degree
STU000431,urban,no_access,low,medium,degree
STU000432,urban,shared_access,high,medium,diploma
STU000433,peri-urban,no_access,medium,medium,diploma
STU000434,urban,shared_access,high,medium,diploma
STU000435,rural,no_access,low,low,diploma
STU000436,rural,individual_access,medium,low,postgraduate
STU000437,rural,no_access,high,high,degree
STU000438,peri-urban,individual_access,medium,low,postgraduate
STU000439,peri-urban,individual_access,low,medium,diploma
STU000440,peri-urban,no_access,low,high,untrained
STU000441,urban,no_access,high,medium,postgraduate
STU000442,rural,no_access,medium,medium,diploma
STU000443,peri-urban,individual_access,low,low,diploma
STU000444,rural,shared_access,medium,medium,untrained
STU000445,rural,shared_access,low,high,degree
STU000446,peri-urban,no_access,low,high,untrained
STU000447,urban,individual_access,low,low,postgraduate
STU000448,peri-urban,no_access,low,high,diploma
STU000449,rural,no_access,medium,low,diploma
STU000450,peri-urban,no_access,low,medium,degree
STU000451,rural,shared_access,medium,low,diploma
STU000452,urban,individual_access,low,low,diploma
STU000453,peri-urban,shared_access,low,medium,degree
STU000454,rural,no_access,low,medium,diploma
STU000455,rural,no_access,low,high,diploma
STU000456,rural,shared_access,medium,low,untrained
STU000457,urban,shared_access,high,high,diploma
STU000458,peri-urban,no_access,medium,medium,untrained
STU000459,urban,no_access,medium,low,degree
STU000460,peri-urban,shared_access,high,low,degree
STU000461,peri-urban,individual_access,medium,medium,diploma
STU000462,rural,shared_access,medium,medium,diploma
STU000463,urban,no_access,medium,low,degree
STU000464,rural,shared_access,low,low,degree
STU000465,peri-urban,no_access,low,medium,diploma
STU000466,peri-urban,individual_access,medium,medium,degree
STU000467,peri-urban,no_access,medium,medium,diploma
STU000468,urban,no_access,low,medium,diploma
STU000469,rural,shared_access,high,low,untrained
STU000470,peri-urban,no_access,low,low,postgraduate
STU000471,peri-urban,no_access,medium,low,diploma
STU000472,peri-urban,shared_access,high,high,degree
STU000473,rural,shared_access,low,medium,diploma
STU000474,rural,individual_access,high,low,untrained
STU000475,rural,no_access,medium,medium,untrained
STU000476,rural,no_access,medium,medium,diploma
STU000477,peri-urban,shared_access,high,low,degree
STU000478,peri-urban,no_access,medium,low,degree
STU000479,peri-urban,no_access,low,medium,diploma
STU000480,peri-urban,individual_access,medium,medium,diploma
STU000481,peri-urban,individual_access,low,low,diploma
STU000482,rural,no_access,low,low,degree
STU000483,peri-urban,shared_access,low,low,diploma
STU000484,rural,shared_access,low,medium,degree
STU000485,rural,no_access,medium,low,diploma
STU000486,peri-urban,shared_access,high,low,diploma
STU000487,peri-urban,no_access,high,low,degree
STU000488,rural,no_access,low,high,degree
STU000489,peri-urban,individual_access,medium,medium,diploma
STU000490,peri-urban,shared_access,medium,low,untrained
STU000491,peri-urban,no_access,low,medium,untrained
STU000492,peri-urban,shared_access,medium,medium,diploma
STU000493,peri-urban,individual_access,low,high,degree
STU000494,rural,no_access,high,high,degree
STU000495,urban,individual_access,low,medium,diploma
STU000496,peri-urban,individual_access,medium,medium,untrained
STU000497,peri-urban,no_access,high,low,degree
STU000498,peri-urban,shared_access,medium,medium,degree
STU000499,rural,shared_access,low,medium,degree
STU000500,peri-urban,shared_access,low,low,degree
STU000501,peri-urban,no_access,high,medium,diploma
STU000502,urban,no_access,low,low,degree
STU000503,urban,no_access,low,medium,diploma
STU000504,peri-urban,shared_access,high,low,degree
STU000505,peri-urban,shared_access,medium,low,diploma
STU000506,urban,shared_access,medium,low,degree
STU000507,rural,shared_access,low,low,diploma
STU000508,urban,no_access,low,low,diploma
STU000509,peri-urban,no_access,medium,medium,diploma
STU000510,rural,shared_access,low,medium,degree
STU000511,rural,shared_access,low,medium,degree
STU000512,urban,shared_access,low,low,diploma
STU000513,rural,no_access,medium,high,untrained
STU000514,rural,no_access,low,high,untrained
STU000515,rural,individual_access,high,medium,degree
STU000516,rural,no_access,low,medium,diploma
STU000517,rural,no_access,low,medium,degree
STU000518,peri-urban,shared_access,high,medium,degree
STU000519,rural,shared_access,high,low,degree
STU000520,urban,individual_access,medium,medium,diploma
STU000521,urban,individual_access,high,low,degree
STU000522,rural,shared_access,low,medium,diploma
STU000523,rural,no_access,low,medium,degree
STU000524,peri-urban,shared_access,low,high,degree
STU000525,rural,individual_access,low,low,postgraduate
STU000526,rural,no_access,medium,medium,diploma
STU000527,urban,individual_access,medium,medium,degree
STU000528,urban,shared_access,low,high,degree
STU000529,urban,no_access,low,high,postgraduate
STU000530,rural,shared_access,high,low,untrained
STU000531,peri-urban,shared_access,medium,high,degree
STU000532,peri-urban,no_access,low,high,diploma
STU000533,rural,no_access,low,high,degree
STU000534,peri-urban,shared_access,low,medium,degree
STU000535,rural,no_access,low,medium,degree
STU000536,rural,no_access,low,low,diploma
STU000537,peri-urban,shared_access,medium,low,degree
STU000538,rural,shared_access,low,low,degree
STU000539,rural,shared_access,medium,medium,diploma
STU000540,urban,individual_access,low,high,degree
STU000541,urban,individual_access,low,medium,diploma
STU000542,peri-urban,shared_access,low,medium,diploma
STU000543,urban,no_access,high,medium,degree
STU000544,urban,shared_access,medium,medium,untrained
STU000545,rural,no_access,low,medium,degree
STU000546,peri-urban,individual_access,low,medium,diploma
STU000547,rural,shared_access,medium,medium,degree
STU000548,rural,no_access,low,medium,diploma
STU000549,urban,shared_access,medium,medium,degree
STU000550,peri-urban,shared_access,high,medium,degree
STU000551,peri-urban,individual_access,low,low,degree
STU000552,rural,no_access,medium,medium,diploma
STU000553,rural,individual_access,medium,high,degree
STU000554,urban,no_access,medium,low,diploma
STU000555,rural,shared_access,low,medium,diploma
STU000556,rural,individual_access,medium,medium,untrained
STU000557,rural,no_access,low,low,diploma
STU000558,peri-urban,no_access,medium,medium,degree
STU000559,peri-urban,individual_access,medium,low,diploma
STU000560,peri-urban,individual_access,low,low,degree
STU000561,rural,no_access,high,low,degree
STU000562,rural,shared_access,medium,medium,diploma
STU000563,urban,individual_access,medium,medium,untrained
STU000564,peri-urban,no_access,high,medium,diploma
STU000565,peri-urban,shared_access,medium,medium,diploma
STU000566,peri-urban,no_access,low,low,untrained
STU000567,urban,no_access,medium,high,degree
STU000568,rural,individual_access,medium,high,postgraduate
STU000569,rural,no_access,medium,medium,untrained
STU000570,peri-urban,individual_access,high,low,diploma
STU000571,rural,shared_access,low,high,degree
STU000572,urban,shared_access,low,medium,postgraduate
STU000573,peri-urban,no_access,low,low,postgraduate
STU000574,urban,no_access,medium,low,postgraduate
STU000575,urban,individual_access,low,low,diploma
STU000576,peri-urban,shared_access,low,medium,postgraduate
STU000577,urban,shared_access,low,medium,diploma
STU000578,peri-urban,no_access,medium,low,untrained
STU000579,urban,no_access,low,low,degree
STU000580,rural,no_access,low,medium,degree
STU000581,peri-urban,shared_access,low,medium,degree
STU000582,peri-urban,no_access,low,medium,degree
STU000583,rural,shared_access,low,low,degree
STU000584,rural,shared_access,low,medium,diploma
STU000585,urban,no_access,medium,high,diploma
STU000586,peri-urban,shared_access,low,low,degree
STU000587,rural,shared_access,low,medium,diploma
STU000588,rural,individual_access,medium,low,diploma
STU000589,rural,no_access,low,low,diploma
STU000590,rural,shared_access,low,high,degree
STU000591,urban,no_access,low,high,postgraduate
STU000592,peri-urban,individual_access,low,low,degree
STU000593,rural,shared_access,medium,low,degree
STU000594,peri-urban,no_access,high,low,degree
STU000595,rural,individual_access,low,medium,diploma
STU000596,rural,shared_access,medium,low,degree
STU000597,peri-urban,no_access,high,medium,degree
STU000598,peri-urban,shared_access,low,low,postgraduate
STU000599,urban,no_access,medium,medium,untrained
STU000600,peri-urban,individual_access,medium,high,postgraduate
STU000601,peri-urban,shared_access,medium,low,degree
STU000602,urban,shared_access,high,medium,untrained
STU000603,urban,individual_access,low,medium,diploma
STU000604,peri-urban,shared_access,high,low,untrained
STU000605,urban,no_access,low,high,degree
STU000606,urban,no_access,medium,medium,diploma
STU000607,urban,no_access,low,medium,degree
STU000608,rural,individual_access,low,medium,degree
STU000609,peri-urban,individual_access,low,low,degree
STU000610,peri-urban,shared_access,high,low,diploma
STU000611,peri-urban,no_access,medium,low,degree
STU000612,peri-urban,no_access,high,medium,degree
STU000613,urban,individual_access,low,high,degree
STU000614,urban,no_access,low,low,diploma
STU000615,rural,shared_access,low,low,postgraduate
STU000616,peri-urban,no_access,low,low,degree
STU000617,peri-urban,no_access,low,high,degree
STU000618,rural,shared_access,high,low,untrained
STU000619,rural,individual_access,high,high,degree
STU000620,rural,shared_access,low,low,diploma
STU000621,urban,shared_access,low,low,diploma
STU000622,peri-urban,no_access,medium,low,degree
STU000623,urban,individual_access,medium,medium,diploma
STU000624,peri-urban,shared_access,medium,low,diploma
STU000625,urban,shared_access,medium,high,diploma
STU000626,peri-urban,shared_access,low,medium,diploma
STU000627,urban,no_access,low,low,degree
STU000628,rural,no_access,high,medium,untrained
