student_id,multimedia_engagement,performance_gain,prior_achievement,consistency,early_struggle,skill_coverage,session_duration_avg,total_interactions,peer_collaboration,location,tablet_access,bandwidth_category,school_resource_level,teacher_qual,peer_activity_index,content_modality_preference,cate,achievement_q
u10331,0.2533333333333333,0.16,0.4,1.0,0.6,69,22.24,75,0.0666666666666666,urban,0,1,2,2,0.7566334991708126,0.46715800479676517,-0.21726029346185746,Q1-Low
u103338,0.1959798994974874,0.2763455450022614,0.4848484848484848,0.3636363636363636,0.5151515151515151,190,19.35170351758794,199,0.2666666666666666,rural,1,2,3,0,0.8819206271435571,0.286661796356397,0.039934510587895135,Q2
u103362,0.2666666666666666,0.3,0.5,1.0,0.5,30,31.699866666666665,30,0.0333333333333333,peri-urban,1,1,1,1,0.45079863091842554,0.3891096460916013,-0.07485121462019348,Q2
u10337,0.2363636363636363,0.1454545454545455,0.6181818181818182,0.8333333333333334,0.3818181818181818,163,20.98181818181818,165,0.8333333333333334,peri-urban,1,1,2,2,0.8552481460353679,0.2082526245647107,0.30874883525899954,Q3
u103374,0.2666666666666666,0.1,0.3,1.0,0.7,30,28.066433333333336,30,0.0333333333333333,peri-urban,1,1,3,1,0.45079863091842554,0.9653686477138645,-0.29846463408339774,Q1-Low
u103538,0.225,-0.0494505494505493,0.6923076923076923,1.0,0.3076923076923077,40,23.4999,40,0.0333333333333333,rural,0,1,1,2,0.6322880940715335,0.0949723681550989,0.4003760152382338,Q4-High
u103626,0.2,-0.3,0.6,1.0,0.4,30,29.866533333333333,30,0.0333333333333333,rural,1,1,1,0,0.469500244977952,0.0674668842496545,0.1351178770724673,Q3
u103652,0.2333333333333333,0.0,0.4,1.0,0.6,30,32.83323333333333,30,0.0333333333333333,urban,0,1,2,1,0.4701492537313433,0.23345851531736267,-0.05880132194808854,Q1-Low
u103678,0.2307692307692307,-0.35,0.75,0.2,0.25,13,20.61530769230769,13,0.0666666666666666,urban,1,1,1,0,0.17330016583747926,0.45653567190157596,-0.010576708797644212,Q4-High
u103862,0.2475247524752475,0.0998217468805704,0.6060606060606061,0.3181818181818182,0.3939393939393939,100,20.603920792079208,101,0.2333333333333333,peri-urban,1,3,1,3,0.7922133485453509,0.16441058869051947,0.2738478778675118,Q3
u103871,0.2444444444444444,0.1999999999999999,0.4666666666666667,1.0,0.5333333333333333,45,18.15548888888889,45,0.0333333333333333,rural,2,1,1,1,0.6687898089171974,0.1778739003946401,0.25713032765506105,Q2
u104108,0.26,0.2683823529411765,0.4375,0.5,0.5625,50,26.21994,50,0.0666666666666666,urban,0,1,1,2,0.6820066334991708,0.44693168366631825,-0.2631529589948815,Q2
u104111,0.2666666666666666,-0.2,0.4,1.0,0.6,30,110.33323333333334,30,0.0333333333333333,peri-urban,1,3,3,1,0.45079863091842554,0.35175888930253063,-0.11913440325391458,Q1-Low
u104165,0.2222222222222222,-0.0333333333333333,0.7,1.0,0.3,89,21.5666,90,0.1333333333333333,rural,1,2,1,1,0.7883390494855463,0.40594172744038687,0.29915470500377084,Q4-High
u104167,0.2666666666666666,-0.3,0.4,1.0,0.6,30,39.6999,30,0.0333333333333333,rural,0,1,1,1,0.469500244977952,0.5781591355706356,-0.22232971686027458,Q1-Low
u10425,0.2394366197183098,0.233695652173913,0.391304347826087,0.3333333333333333,0.6086956521739131,69,19.070422535211268,71,0.1,rural,0,3,1,0,0.7585742283194512,0.2837636290092098,-0.000854157250711742,Q1-Low
u104296,0.251063829787234,0.1197663096397273,0.5384615384615384,0.6923076923076923,0.4615384615384615,209,46.09784680851064,235,0.3,peri-urban,0,2,3,0,0.8913291500285225,0.3322386316273397,-0.18898780964568054,Q2
u104307,0.2666666666666666,0.0999999999999999,0.4,1.0,0.6,30,26.666633333333333,30,0.0333333333333333,urban,1,3,1,1,0.4701492537313433,0.2501170792431812,-0.025820760383228676,Q1-Low
u104381,0.25,-0.0847953216374269,0.6111111111111112,1.0,0.3888888888888888,56,24.678535714285715,56,0.0333333333333333,peri-urban,0,1,2,2,0.6922418710781517,0.35280117138461503,0.13049093277813315,Q3
u104526,0.235576923076923,0.1033126293995859,0.7681159420289855,0.4444444444444444,0.2318840579710145,203,32.26442307692308,208,0.2666666666666666,rural,0,3,2,0,0.8862077413032827,0.3438921817873322,-0.07337754427353932,Q4-High
u104553,0.2068965517241379,0.0092592592592593,0.7407407407407407,0.5862068965517241,0.2592592592592593,388,17.30541133004926,406,0.5666666666666667,urban,2,2,1,0,0.9369817578772802,0.4939221086201205,0.13576634049804773,Q4-High
u104600,0.25,0.5238095238095237,0.3333333333333333,1.0,0.6666666666666667,20,25.0,20,0.0333333333333333,rural,0,1,1,1,0.2974032337089662,0.5471660293010695,-0.1405523082741599,Q1-Low
u104614,0.2392156862745098,0.0823529411764706,0.6235294117647059,0.4,0.3764705882352941,227,19.25489019607843,255,0.3333333333333333,peri-urban,2,3,3,1,0.8976041072447233,0.5238483684800206,0.13514422287625497,Q3
u104633,0.1666666666666666,0.0,0.1,1.0,0.9,30,20.96663333333333,30,0.0333333333333333,peri-urban,0,2,1,1,0.45079863091842554,0.14122055665272354,0.239680975245356,Q1-Low
u104723,0.2531645569620253,0.2777777777777778,0.5,1.0,0.5,75,31.64553164556962,79,0.0333333333333333,rural,0,1,3,2,0.7726604605585498,0.30387624626668014,-0.14482884509023547,Q2
u104731,0.2457627118644068,0.1602564102564102,0.5897435897435898,1.0,0.4102564102564102,114,22.62700847457627,118,0.0333333333333333,rural,0,1,2,1,0.8253307202351788,0.25194098815810323,0.33729590646152546,Q3
u104791,0.2666666666666666,0.0,0.6,1.0,0.4,30,28.73313333333333,30,0.0333333333333333,urban,0,1,2,2,0.4701492537313433,0.3571877151778369,0.017484874770313144,Q3
u10483,0.2485549132947976,-0.1090704647676161,0.6521739130434783,0.6666666666666666,0.3478260869565217,346,27.179173410404623,346,0.6666666666666666,peri-urban,1,1,3,0,0.924843126069595,0.6804286474861757,0.11242685831508718,Q3
u104832,0.2444444444444444,0.3999999999999999,0.2666666666666666,1.0,0.7333333333333334,45,23.022133333333336,45,0.0333333333333333,rural,2,2,2,1,0.6687898089171974,0.206016181181203,0.10528841669844974,Q1-Low
u104895,0.2558139534883721,0.4619047619047619,0.0714285714285714,0.6666666666666666,0.9285714285714286,41,37.09295348837209,43,0.0666666666666666,urban,1,2,2,3,0.6558872305140961,0.24526075191077804,-0.009197180165502162,Q1-Low
u104944,0.24,0.2022058823529411,0.5625,1.0,0.4375,50,40.29992,50,0.0333333333333333,peri-urban,0,2,1,2,0.6652880775812893,0.35774527411740076,-0.18088599626203472,Q2
u105000,0.2539682539682539,0.0952380952380952,0.6190476190476191,0.3846153846153846,0.3809523809523809,61,28.58720634920635,63,0.1666666666666666,urban,0,2,3,2,0.7296849087893864,0.2903353602842432,-0.04918559124928952,Q3
u105060,0.2333333333333333,0.5,0.4,1.0,0.6,30,29.833266666666667,30,0.0333333333333333,rural,0,1,1,2,0.469500244977952,0.24536581429490287,-0.13683451478352737,Q1-Low
u105162,0.1666666666666666,-0.1,0.4,1.0,0.6,30,28.766466666666663,30,0.0333333333333333,urban,2,2,1,0,0.4701492537313433,0.4235730492997896,-0.14916386204910254,Q1-Low
u105173,0.2307692307692307,0.3008658008658008,0.3809523809523809,1.0,0.6190476190476191,65,23.799953846153848,65,0.0333333333333333,rural,1,1,3,2,0.7419157275845174,0.3833773838280252,-0.11996961898942975,Q1-Low
u10530,0.2489561586638831,0.1225710234938015,0.677115987460815,0.8,0.322884012539185,1576,23.729612212943632,1916,0.8,peri-urban,0,3,2,3,0.9928693667997718,0.23146845196252155,0.1857682426651192,Q3
u105485,0.25,0.119047619047619,0.1666666666666666,0.2307692307692307,0.8333333333333334,20,15.49985,20,0.1,peri-urban,0,2,3,0,0.2880775812892185,0.09613873297388933,0.045359246921187535,Q1-Low
u105509,0.2440521872601688,-0.0455426664547911,0.8110599078341014,0.5666666666666667,0.1889400921658985,1276,21.366819646968537,1303,0.5666666666666667,urban,0,1,2,2,0.988391376451078,0.6301344047249148,0.14711688235314124,Q4-High
u10565,0.2459521973785659,0.0454586812245771,0.6782407407407407,0.9,0.3217592592592593,2153,27.296072860447183,2594,0.9,rural,2,1,3,2,0.9975502204801567,0.24787353518414412,0.054462851071228446,Q3
u105671,0.2571428571428571,0.0606060606060606,0.2727272727272727,1.0,0.7272727272727273,35,14.457028571428571,35,0.0333333333333333,rural,1,1,2,1,0.5954189122978932,0.7896560441926176,-0.27876821561267745,Q1-Low
u105674,0.2299932750504371,-0.0254683936135549,0.6323232323232323,0.6428571428571429,0.3676767676767677,1338,21.74706254203093,1487,0.6,urban,1,2,1,1,0.9912935323383084,0.6965138643700532,0.057545771952819395,Q3
u105812,0.2436974789915966,0.2615384615384616,0.5384615384615384,0.2758620689655172,0.4615384615384615,118,30.663823529411765,119,0.2666666666666666,urban,0,1,3,2,0.8233830845771144,0.5111239629338078,-0.1255236788768361,Q2
u105824,0.2666666666666666,-0.3999999999999999,0.7,1.0,0.3,30,25.9332,30,0.0333333333333333,rural,0,2,1,0,0.469500244977952,0.16946452760070668,0.17376360110504277,Q4-High
u105877,0.0769230769230769,-0.6,1.0,1.0,0.0,13,17.38423076923077,13,0.0333333333333333,peri-urban,0,3,2,2,0.16129492298916143,0.22515190352196196,-0.09784708111938803,Q4-High
u105899,0.2439759036144578,0.0109746109746109,0.7818181818181819,0.2222222222222222,0.2181818181818181,329,21.66555120481928,332,0.1333333333333333,urban,0,3,2,0,0.9214344941956882,0.37881589727092807,0.17308771468163295,Q4-High
u105919,0.2333333333333333,-0.0999999999999999,0.7,1.0,0.3,30,35.633199999999995,30,0.0333333333333333,peri-urban,0,2,1,2,0.45079863091842554,0.23153824174606305,-0.11308799740838466,Q4-High
u105931,0.26,0.213235294117647,0.375,0.75,0.625,50,27.65996,50,0.1,peri-urban,1,1,2,2,0.6652880775812893,0.3367519729312295,-0.20920055176140048,Q1-Low
u105974,0.2452229299363057,0.0154932786511733,0.7464114832535885,0.5217391304347826,0.2535885167464115,585,21.56841082802548,628,0.4,urban,0,3,3,3,0.9664179104477612,0.06426442336872981,0.25545377232981425,Q4-High
u10599,0.2494802494802495,-0.0413043478260869,0.65,0.6153846153846154,0.35,400,20.126781704781703,481,0.5333333333333333,rural,0,3,2,2,0.9485546300832925,0.6154982972956752,0.09571085186805796,Q3
u105999,0.2439516129032258,-0.0399780941949616,0.6363636363636364,0.4666666666666667,0.3636363636363636,423,25.127002016129037,496,0.4666666666666667,peri-urban,1,1,1,2,0.9469480889903024,0.47281746918902084,0.19337754090557494,Q3
u106040,0.2,-0.0999999999999999,0.5,1.0,0.5,30,29.6998,30,0.0666666666666666,urban,1,3,2,1,0.4701492537313433,0.3215326706121974,-0.10271082993450485,Q2
u106072,0.2,-0.0999999999999999,0.7,1.0,0.3,30,27.399966666666668,30,0.0333333333333333,rural,1,1,2,1,0.469500244977952,0.8304722184404253,0.2272868569531943,Q4-High
u106090,0.1666666666666666,0.0,0.2,1.0,0.8,30,25.066566666666667,30,0.0333333333333333,urban,1,1,1,1,0.4701492537313433,0.25042340585642603,0.08506945475497361,Q1-Low
u106107,0.2,-0.0999999999999999,0.5,1.0,0.5,30,32.7331,30,0.0333333333333333,peri-urban,2,1,1,3,0.45079863091842554,0.8285934632219212,-0.10915985310023288,Q2
u106141,0.2333333333333333,0.0,0.3,1.0,0.7,30,27.96663333333333,30,0.0333333333333333,peri-urban,0,2,2,2,0.45079863091842554,0.10208780360226652,0.17817062395477634,Q1-Low
u106202,0.1666666666666666,0.0,0.4,1.0,0.6,30,29.099866666666664,30,0.0333333333333333,urban,0,2,1,2,0.4701492537313433,0.06271301264480453,0.08913215965887804,Q1-Low
u106226,0.2666666666666666,-0.2,0.4,1.0,0.6,30,26.73323333333333,30,0.0333333333333333,urban,1,2,1,1,0.4701492537313433,0.6083413801668794,-0.3391922571165015,Q1-Low
u106272,0.2,0.0,0.6,1.0,0.4,30,25.399766666666668,30,0.0333333333333333,rural,0,1,1,1,0.469500244977952,0.25859017930296085,0.08140527517369947,Q3
u106333,0.1666666666666666,0.0,0.3,1.0,0.7,30,39.09993333333333,30,0.0333333333333333,rural,2,1,2,0,0.469500244977952,0.40562908937617786,-0.11678268903121157,Q1-Low
u106358,0.2485436893203883,0.0194478444172446,0.6549707602339181,0.6,0.3450292397660819,456,31.55918640776699,515,0.4,urban,0,2,1,2,0.9543946932006634,0.5394428704266522,-0.054288272657392014,Q3
u10647,0.2483069977426636,0.0628792057363486,0.6938775510204082,0.7666666666666667,0.3061224489795918,443,23.86453724604966,443,0.7666666666666667,peri-urban,2,2,1,1,0.939532230462065,0.6768687942953532,0.11920900205029886,Q4-High
