student_id,multimedia_engagement,performance_gain,prior_achievement,consistency,early_struggle,skill_coverage,session_duration_avg,total_interactions,peer_collaboration,location,tablet_access,bandwidth_category,school_resource_level,teacher_qual,peer_activity_index,content_modality_preference,cate,achievement_q
u432423,0.5897435897435898,0.0924775707384402,0.3043478260869565,0.2837735555477221,0.3,220,26435.882783882786,273,0.6,Urban,1,3,2,0.8414476653406551,0.23251295336787564,0.5551254835297625,-5.1128361800057906e-05,Q1-Low
u236903,0.4349293059125964,0.0513427109974423,0.6666666666666666,0.1501809037898587,0.6666666666666666,5360,23761.455655526992,6224,0.7,Peri-urban,0,2,1,0.5326040990670582,0.8530884808013356,0.20926312756556567,-0.11117755228282789,Q3
u10000,0.5506172839506173,0.0660919540229885,0.5172413793103449,0.2888905564544962,0.5172413793103449,267,36254.32098765432,405,0.2,Urban,1,3,2,0.8211814242627562,0.3238341968911917,0.4466059122572963,0.2738271133620678,Q1-Low
u1229,0.2905811623246493,-0.4615384615384615,0.3809523809523809,0.2806895467290796,0.5333333333333333,373,22837.643286573148,499,0.3,Rural,1,1,2,0.4265529617077466,0.32548179871520344,0.2981214233362209,0.5336091200047106,Q1-Low
u582,0.7944554455445545,0.0145639710857101,0.7148936170212766,0.2088623316574892,0.723404255319149,4283,37148.10831683168,5050,0.7666666666666667,Rural,1,1,2,0.7131816743018158,0.7301927194860813,0.2997950109100793,-0.048880106090316275,Q3
u254,0.6180631120783461,0.0919117647058823,0.4264705882352941,0.3012356746163038,0.3571428571428571,1787,36271.42546245919,1838,0.4333333333333333,Rural,0,1,1,0.343530610228863,0.4539614561027837,0.492912948873501,0.08722485232928762,Q1-Low
u18097,0.3618881118881119,0.2571428571428572,0.4285714285714285,0.2322600143199488,0.4285714285714285,5237,20842.60505403687,6292,0.0666666666666666,Peri-urban,1,2,3,0.6838727782513663,0.8597662771285476,0.2815060240910244,0.1621902152439352,Q1-Low
u694,0.7258389261744966,0.5197132616487455,0.2222222222222222,0.1685068387734263,0.2222222222222222,2008,35968.09798657718,2980,0.1333333333333333,Peri-urban,0,2,3,0.6733929130876357,0.5642737896494157,0.29685330414082756,-0.06744221979028488,Q1-Low
u207711,0.2898550724637681,0.1213793103448276,0.62,0.5341566441413563,0.62,130,21028.94927536232,138,0.1666666666666666,Peri-urban,1,2,2,0.5729366035131223,0.17445742904841402,0.40017764652283117,0.12159724808957702,Q2
u16470,0.235603194619588,0.0306146572104019,0.8037974683544303,0.170455556126939,0.7592592592592593,4281,20066.20281630937,4758,0.7,Rural,0,1,2,0.4772896772525666,0.6937901498929336,0.17290454627902885,-0.1666830772885793,Q4-High
u368250,0.2254864555513163,-0.0095699844725417,0.7252124645892352,0.2567935076662941,0.7266881028938906,2051,19503.90881342999,2621,0.5,Peri-urban,1,2,3,0.5900775542672797,0.5475792988313857,0.3025117856919123,-0.04791999150375379,Q4-High
u212481,0.3072289156626506,-0.0999999999999999,0.7,0.1995364999563108,0.7,160,20843.34337349397,166,0.1333333333333333,Urban,0,3,3,0.7910788648393403,0.1567357512953368,0.442525056783255,0.12395510760103925,Q3
u243622,0.4769273665133138,0.067946706591595,0.7876588021778584,0.2087661520895573,0.7777777777777778,5895,24975.824620103165,7173,1.0,Urban,1,3,2,0.8246064363355942,0.9650259067357513,0.07544998668702999,0.0038184262339865374,Q4-High
u546,0.7080062794348508,0.0309416652241647,0.7087378640776699,0.1694109916074477,0.7087378640776699,533,34376.72056514914,637,0.4666666666666667,Urban,1,3,2,0.8106078615518847,0.3601036269430052,0.1616891895186843,-0.08477529145971248,Q3
u389290,0.4042479709894664,0.1087214464683699,0.7194719471947195,0.1540615916168736,0.7721518987341772,4993,23503.24054567432,5791,0.8,Rural,0,1,2,0.8384430822667077,0.7644539614561028,0.3095909375797926,-0.035492435673362924,Q4-High
u23000,0.5893834097294101,-0.0319395909190879,0.6708860759493671,0.2161899608134598,0.6708860759493671,6397,32784.78160579624,6763,0.6,Peri-urban,1,2,1,0.5971473864630302,0.9340567612687813,0.46937168872586077,-0.03523232715339159,Q3
u53574,0.1268611364326952,-0.0526315789473684,0.7375,0.2182772433030608,0.7833333333333333,6526,15989.48936493467,6582,0.2333333333333333,Urban,1,3,2,0.8256792699136568,0.8898963730569949,0.8128374326285992,0.0056608582441128735,Q4-High
u228772,0.4896473265073948,-0.0178158148505304,0.7152777777777778,0.1313634976266494,0.6923076923076923,4000,23619.028441410694,4395,0.6666666666666666,Rural,1,1,1,0.391336919676698,0.5952890792291221,0.27137857554058564,-0.1290455969076408,Q3
u15224,0.3992600585786958,0.0158478453081151,0.4448979591836735,0.1647828006842455,0.4575471698113207,3609,21966.050870972715,6487,0.7333333333333333,Rural,0,1,1,0.4957706894274309,0.867237687366167,0.11444968666454716,0.06496664477711392,Q1-Low
u4308,0.5470211718365338,0.0789994067629029,0.7336683417085427,0.1363499024832638,0.773109243697479,4049,28095.6646971935,6093,1.0,Peri-urban,0,2,3,0.5718636093143898,0.8297161936560935,0.10835061329829057,-0.09093980286313356,Q4-High
u471360,0.5783132530120482,0.1216931216931217,0.6511627906976745,0.3851328431342614,0.6511627906976745,76,24253.01204819277,83,0.2666666666666666,Peri-urban,1,2,3,0.5473989330221816,0.10851419031719532,0.2801284540673569,0.22234293681512726,Q3
u17291,0.4537710367754,0.0586577868852459,0.734375,0.1464686170969814,0.7259036144578314,3702,24873.62954498234,4813,0.6,Rural,0,1,1,0.2705285779789441,0.7098501070663812,0.7251247646742227,-0.031646867517461805,Q4-High
u470573,0.2962962962962963,-0.0705882352941176,0.6,0.0756302521008403,0.6,22,20370.37037037037,27,0.0666666666666666,Peri-urban,1,2,1,0.5941971455873505,0.02337228714524207,0.1006812023256057,-0.09798533907045874,Q2
u201176,0.2116788321167883,0.2199999999999999,0.625,0.2297088319121989,0.6,270,19335.75182481752,274,0.4,Rural,0,1,1,0.3746527677609322,0.24732334047109208,0.32753344786832983,-0.03643892510282098,Q2
u9557,0.4099874765184721,0.0659313377784083,0.7101449275362319,0.2178388633397763,0.711864406779661,4775,24354.570444583595,6388,0.8666666666666667,Rural,0,1,1,0.3950526031498903,0.8458244111349036,0.4335716694002951,-0.036061118603283,Q3
u5801,0.2639074321317312,-0.1106719367588932,0.5606060606060606,0.2018362742720356,0.4736842105263157,5564,17269.88888888889,6741,0.1333333333333333,Rural,1,1,1,0.4720348794016301,0.9122055674518201,0.23358238496218436,-0.16754630755873723,Q2
u124879,0.2789297658862876,-0.0293199554069119,0.7461328480436761,0.2104779699377064,0.721868365180467,4044,21686.410479375696,4485,0.9666666666666668,Peri-urban,1,2,2,0.5719128099356809,0.6569282136894825,0.5551886133069682,-0.03629584074983445,Q4-High
u212633,0.6908315565031983,0.2100574712643678,0.5416666666666666,0.2478912225832272,0.4827586206896552,421,36729.17697228145,469,0.4333333333333333,Urban,1,3,2,0.7615205425929585,0.33678756476683935,0.6065124149754494,0.017690015608287483,Q1-Low
u801,0.3067415730337078,-0.0073467903255136,0.6808510638297872,0.1290804365566233,0.7063492063492064,827,19799.970786516853,890,0.4,Peri-urban,1,2,3,0.671475266342151,0.41736227045075125,0.14348046526929162,-0.11443638662206085,Q3
u159118,0.7619047619047619,0.118423036333484,0.6492537313432836,0.2271924999748675,0.5918367346938775,268,36813.15018315018,273,0.2,Urban,1,3,2,0.8052718240761988,0.23251295336787564,0.48843173482006014,0.05244047796919898,Q2
u150200,0.3905360886492962,-0.0226108374384237,0.6773858921161826,0.2480987888327792,0.6886993603411514,4750,22378.355795148247,6678,0.9333333333333332,Urban,1,3,3,0.7517180546928247,0.9028497409326425,0.45880042986834013,-0.013847299722552985,Q3
u24596,0.3837638376383764,-0.0015099031885602,0.5317460317460317,0.3650112464576888,0.5495495495495496,235,21055.350553505534,271,0.4666666666666667,Peri-urban,1,2,1,0.6393338363761454,0.22537562604340566,0.324692876431175,0.13131287778915854,Q1-Low
u56634,0.3583855254001392,0.0418442464161177,0.6058823529411764,0.2453322122999224,0.5753424657534246,4023,21957.06634191603,4311,0.8,Urban,0,3,3,0.8020071423985252,0.5867875647668394,0.22453691704495995,0.007106878301148603,Q2
u766688,0.3851851851851852,-0.074220682830282,0.7021276595744681,0.1923692415446928,0.7027027027027027,135,23459.25925925926,270,0.4,Urban,0,3,2,0.787586047067067,0.19624352331606218,0.6355838737720279,0.04829420637844041,Q3
u156399,0.6829268292682927,0.0742857142857142,0.64,0.5715446310710323,0.64,82,36268.23170731707,82,0.1666666666666666,Rural,0,1,2,0.3977169235691632,0.10492505353319058,0.15151404578090366,0.006453269635132508,Q2
u125468,0.8095238095238095,-0.4492753623188406,0.782608695652174,0.4691728101466714,0.5,42,50000.0,42,0.2,Peri-urban,1,2,1,0.5718906235654814,0.05676126878130217,0.257987285542402,0.06698420391082305,Q4-High
u90602,0.4741379310344827,-0.03745709748476,0.7557117750439367,0.1945024392730721,0.7777777777777778,4198,23545.376787216148,4756,0.7666666666666667,Urban,1,3,2,0.8175361394608502,0.7292746113989638,0.4802039755971562,-0.03573950779214468,Q4-High
u464,0.8538011695906432,-0.0133048229983369,0.48,0.3128828206785751,0.5353535353535354,266,48956.12280701754,342,0.4333333333333333,Urban,1,3,2,0.8578510319401259,0.3082901554404145,0.47492656875807726,0.23763714349518847,Q1-Low
u9221,0.4344569288389513,0.017416285124338,0.6956521739130435,0.2219977734613004,0.6,4224,24085.618393674573,4806,0.5333333333333333,Urban,1,3,2,0.4363219919939215,0.741580310880829,0.6391433783830215,-0.04105937227197862,Q3
u566339,0.5028493275586962,0.0028937836292087,0.7508896797153025,0.1080922122970216,0.74375,3864,22929.6795076362,4387,0.9666666666666668,Urban,0,3,2,0.8518273593841468,0.6075129533678757,0.20753864916139775,-0.08580594441677931,Q4-High
u243867,0.4125340599455041,-0.186687881198621,0.7366412213740458,0.1950581463770238,0.5471698113207547,6003,21177.042915531336,7340,0.5666666666666667,Rural,1,1,1,0.4353517919594896,0.9785867237687366,0.5918839233803184,-0.11402106014972464,Q4-High
u802441,0.6500561167227834,-0.0305726061327937,0.7135842880523732,0.0784565680559924,0.6943699731903485,1649,32549.467115600448,4455,0.7333333333333333,Rural,1,1,2,0.4337275750507233,0.6124197002141327,0.4219542448270688,-0.059834563030404,Q3
u318034,0.7867647058823529,-0.0267857142857143,0.6578947368421053,0.4209507071936293,0.6551724137931034,113,38963.23529411765,136,0.4666666666666667,Rural,1,1,1,0.376373112536001,0.1284796573875803,0.4025995573497745,0.08553201635460857,Q3
u82344,0.3169347209082308,0.1241673328004262,0.509090909090909,0.1578029891646403,0.509090909090909,2961,22115.42029328288,4228,0.3333333333333333,Rural,0,1,1,0.437382697059259,0.5460385438972163,0.34768973897114863,0.12437904922682345,Q1-Low
u212613,0.625,0.1111111111111111,0.25,0.119047619047619,0.25,40,33699.95,40,0.0666666666666666,Urban,1,3,2,0.8192849431700943,0.046632124352331605,0.625135189561761,-0.021038831634196547,Q1-Low
u18411,0.5725649107008854,-0.3074766355140187,0.8162839248434238,0.2953663914840993,0.8051948051948052,6127,27662.850067537147,6663,0.3333333333333333,Urban,1,3,2,0.7615411241366365,0.9002590673575129,0.1394182794470908,0.029421246132035225,Q4-High
u126495,0.5072992700729927,0.2104743083003952,0.6590909090909091,0.1363473657163356,0.6608187134502924,263,30718.88686131387,274,0.2,Urban,0,3,2,0.8077535363601105,0.25906735751295334,0.10525145916987037,-0.051948559739000984,Q3
u102799,0.2094731905580741,0.2798306389530408,0.3333333333333333,0.2107117087352603,0.3333333333333333,4608,19495.182116617165,6397,0.6,Urban,1,3,2,0.7607013158696729,0.8626943005181347,0.6784849264159828,-0.07193805174622936,Q1-Low
u103336,0.3984755452043192,-0.0456722500066153,0.6624365482233503,0.2334256846416562,0.6243386243386243,4471,22367.32077069659,4723,0.5,Urban,1,3,2,0.839625495729406,0.7215025906735751,0.4968065854222729,-0.04907220249123717,Q3
u227852,0.5723009814612868,0.1034188034188035,0.6687116564417178,0.2305934517409043,0.5747126436781609,4037,28356.81461286805,4585,0.4,Peri-urban,0,2,1,0.4912276002901878,0.6978297161936561,0.6404896552902578,-0.030587775598120332,Q3
u3797,0.7187454199032683,0.356125356125356,0.3846153846153846,0.2603014817610345,0.3846153846153846,5887,30786.106551370365,6823,0.0666666666666666,Urban,0,3,2,0.7911934620433342,0.9235751295336787,0.5499458896171707,0.147540764170347,Q1-Low
u58,0.876195757659781,-0.0055555555555555,0.7807017543859649,0.186324361198259,0.704225352112676,5608,41501.3485373631,7213,0.4,Urban,0,3,2,0.8740784543304674,0.966321243523316,0.2984813160623719,-0.10963992958159056,Q4-High
u212451,0.6402439024390244,0.057671788305591,0.7310606060606061,0.1950385478624665,0.708994708994709,438,29249.86585365853,492,0.4,Peri-urban,0,2,2,0.5974150649270004,0.34390651085141904,0.6085351045435589,-0.02049733970198765,Q4-High
u264883,0.4695898161244696,0.0029904221319122,0.6602382302892796,0.1931424215459309,0.6670317634173056,6492,23496.83224893918,7070,1.0,Urban,1,3,3,0.8573701309647196,0.9468911917098446,0.46715800479676517,-0.02416350911345929,Q3
u212643,0.551094890510949,0.1718954248366013,0.4,0.335451159784014,0.36,271,26178.82116788321,274,0.4666666666666667,Urban,1,3,2,0.7544985595609137,0.25906735751295334,0.286661796356397,0.3135447661761499,Q1-Low
u331,0.391644908616188,-0.244032775204845,0.8154613466334164,0.1839958500929534,0.8456591639871383,712,21660.5274151436,766,0.3666666666666666,Peri-urban,0,2,1,0.5351263394346183,0.39565943238731216,0.3891096460916013,-0.14964664090149452,Q4-High
u1199,0.3521923620933522,0.0257993008781651,0.7344398340248963,0.1523891219140369,0.7207792207792207,635,22370.543140028287,707,0.6333333333333333,Peri-urban,0,3,2,0.7943625397222479,0.38397328881469117,0.2082526245647107,-0.1375984429710532,Q4-High
u156296,0.4478798586572438,-0.0416067247750415,0.8144329896907216,0.3323493199603123,0.7699115044247787,1131,23236.718197879854,1132,0.7333333333333333,Peri-urban,0,2,3,0.5560551551503252,0.4549248747913189,0.9653686477138645,-0.09342350573332693,Q4-High
u78975,0.5522895125553914,0.100336494340777,0.4285714285714285,0.1811299237903053,0.4285714285714285,6608,33577.78508124077,6770,0.4,Peri-urban,1,2,1,0.5464142425332321,0.9365609348914858,0.0949723681550989,0.09669190704160571,Q1-Low
u530274,0.3333333333333333,0.0,0.6666666666666666,0.6151148043431133,0.6363636363636364,27,22888.88888888889,27,0.1666666666666666,Rural,0,1,2,0.3791601359648419,0.017130620985010708,0.0674668842496545,-0.022572480315926385,Q3
u400,0.3946604759141033,-0.0406276897917026,0.7214206437291898,0.1321349524998262,0.7011494252873564,3017,21726.4791062101,3446,1.0,Rural,0,1,2,0.3003382869601027,0.5182012847965739,0.23345851531736267,-0.14500333185391928,Q4-High
u7918,0.0833703868385949,-0.0636656279776467,0.30835734870317,0.1128425597444747,0.2893401015228426,3044,6216.65584704313,4498,0.7666666666666667,Peri-urban,0,2,1,0.551883206985318,0.6636060100166945,0.45653567190157596,-0.00267557753468966,Q1-Low
u344668,0.8275862068965517,0.125,0.375,0.5846875333559007,0.375,29,56344.8275862069,29,0.1666666666666666,Urban,1,3,3,0.8592940078914589,0.03562176165803109,0.16441058869051947,0.16034614413636591,Q1-Low
u140075,0.336293526524889,-0.0286559629231151,0.7609427609427609,0.1700743111674374,0.768,3894,23074.199345641504,4279,0.7333333333333333,Rural,0,1,2,0.4193873883119821,0.5653104925053534,0.1778739003946401,-0.14914341680375837,Q4-High
u100350,0.2393617021276596,-0.0297787861599546,0.6447368421052632,0.188464632795815,0.6447368421052632,181,20069.13829787234,188,0.3,Urban,0,3,2,0.7841207924769683,0.16580310880829016,0.44693168366631825,0.1054265753129064,Q2
u425,0.3691756272401433,-0.345360824742268,0.8478260869565217,0.4756319719339885,0.847682119205298,516,22168.44623655914,558,0.6666666666666666,Urban,1,3,2,0.8205740095457584,0.35233160621761656,0.35175888930253063,0.20354817531278074,Q4-High
u1862,0.2666666666666666,-0.2203098106712564,0.38,0.2746858787098871,0.4222222222222222,439,18872.868217054263,645,0.2,Rural,1,1,2,0.3921476140475983,0.34475374732334046,0.40594172744038687,0.3418503098714292,Q1-Low
u663,0.5152263374485597,0.0797177682652542,0.5,0.2954461935095959,0.5306122448979592,1114,28158.526748971195,1215,0.7666666666666667,Peri-urban,1,2,1,0.5193146155554029,0.4691151919866444,0.5781591355706356,0.04300569048233662,Q1-Low
u760562,0.4705882352941176,-0.0333333333333333,0.7333333333333333,0.303766280639424,1.0,56,35544.117647058825,136,0.4666666666666667,Urban,1,3,3,0.7734835829398115,0.12176165803108809,0.2837636290092098,0.01027220436805961,Q4-High
u226496,0.7924062008537407,-0.1243243243243243,0.8,0.2304081068489839,0.8,3726,37440.55717816221,4451,0.4333333333333333,Urban,1,3,3,0.761159369433473,0.6321243523316062,0.3322386316273397,-0.16823011686776507,Q4-High
u148664,0.578000549299643,0.0526600236446546,0.7567567567567568,0.1689788375913722,0.691358024691358,6285,28291.18401538039,7282,0.8,Peri-urban,0,2,1,0.5773487390529048,0.9816360601001669,0.2501170792431812,-0.07908154778537192,Q4-High
u185956,0.5638196915776987,0.0600053937432577,0.6666666666666666,0.2650104191352619,0.6219512195121951,7439,29501.97319098458,8430,0.9333333333333332,Urban,1,3,3,0.7804412632794473,0.9896373056994818,0.35280117138461503,0.017774777440288353,Q3
u758687,0.4687748291752741,0.0001704893972273,0.7607142857142857,0.1257852896678932,0.7828054298642534,2509,24114.52582234229,6293,0.7333333333333333,Urban,1,3,2,0.8343916718665553,0.8380829015544041,0.3438921817873322,-0.06694248475353123,Q4-High
u97361,0.1240875912408759,0.1952380952380952,0.5333333333333333,0.236411274637141,0.5333333333333333,261,17273.70802919708,274,0.3666666666666666,Urban,1,3,3,0.7112599006612654,0.25906735751295334,0.4939221086201205,0.14398183165830827,Q1-Low
u10029,0.6886386220602848,-0.0819559228650137,0.6736842105263158,0.2356162982362371,0.5294117647058824,2415,37643.35110963896,3019,0.9,Urban,1,3,2,0.8401051788970364,0.5297927461139896,0.5471660293010695,-0.030932671974382965,Q3
u314664,0.3353047478232298,-0.0431701030927834,0.8823529411764706,0.1896058573608757,0.8823529411764706,5133,22132.847708230656,6087,0.7333333333333333,Urban,1,3,3,0.8326577118917201,0.8134715025906736,0.5238483684800206,0.0009944451644013804,Q4-High
u6665,0.7124861878453038,0.0593801328286796,0.8272727272727273,0.1079469898233729,0.776,3348,35041.25723756906,4525,0.8666666666666667,Rural,0,1,2,0.3238723678769736,0.6231263383297645,0.14122055665272354,-0.14447491306974283,Q4-High
u109,0.4337649402390438,-0.0270969878326045,0.7468671679197995,0.2402994979392289,0.6981981981981982,4300,28313.504482071712,6024,0.9,Urban,0,3,3,0.8526899344594706,0.805699481865285,0.30387624626668014,0.05442855513111453,Q4-High
u715,0.5348082595870206,-0.1079767689937181,0.6166666666666667,0.1541867979848763,0.6097560975609756,2667,27867.22802359882,3390,0.5333333333333333,Urban,1,3,2,0.8456529331013941,0.5375647668393783,0.25194098815810323,0.0006955294371716,Q2
u11501,0.4501845018450184,-0.0692599620493359,0.5833333333333334,0.3373503282448398,0.4736842105263157,259,25250.922509225093,271,0.5666666666666667,Urban,1,3,2,0.8099115336872835,0.20531088082901555,0.3571877151778369,0.12508970752513993,Q2
u111423,0.3707995365005794,-0.0371595864718977,0.746268656716418,0.2166923074156545,0.7450980392156863,4577,23883.74788942228,6041,0.8333333333333334,Urban,1,3,2,0.8040762576318824,0.8069948186528497,0.6804286474861757,0.006120334526466502,Q4-High
u261153,0.2397198373248983,-0.0495450620973634,0.6203966005665722,0.2109811504307358,0.65,2790,20829.586985991868,4426,0.8333333333333334,Urban,1,2,3,0.7562279052100747,0.6237046632124352,0.206016181181203,-0.0179646119990854,Q2
u186143,0.6021978021978022,-0.0043013785565702,0.715,0.0936852431266802,0.6875,828,27303.187912087917,910,0.6,Urban,1,3,3,0.8630170466030854,0.405440414507772,0.24526075191077804,-0.0687336911281424,Q3
u135476,0.5646481178396072,-0.0030723265122047,0.7252475247524752,0.143184352422141,0.616822429906542,4246,29256.955108721068,4277,0.6333333333333333,Rural,0,1,1,0.390397667281646,0.563169164882227,0.35774527411740076,-0.0669791944929438,Q4-High
u1661,0.5473890733474193,0.1136200716845878,0.7,0.2030401164712866,0.7,6546,25922.48505885904,6626,0.4666666666666667,Urban,1,3,3,0.9140478124871964,0.8937823834196891,0.2903353602842432,-0.0019830190562998046,Q3
u10177,0.5601525821596244,0.0243002578987122,0.7875848690591658,0.1487198639833932,0.8155737704918032,4115,30244.379841549297,6816,1.0,Urban,1,3,3,0.7591866481811765,0.9222797927461139,0.24536581429490287,-0.05405408491948729,Q4-High
u1242,0.4257425742574257,0.0208436724565757,0.7483870967741936,0.2623391992775055,0.8333333333333334,493,26493.063366336635,505,0.2333333333333333,Rural,1,1,1,0.4451546494663198,0.32762312633832974,0.4235730492997896,-0.05306852258942213,Q4-High
u34197,0.6838868388683886,0.0200534759358288,0.5813953488372093,0.3819489334309132,0.6133333333333333,775,34496.921279212795,813,0.2,Rural,0,1,3,0.4558631171880199,0.37687366167023556,0.3833773838280252,0.1746399421949383,Q2
u90920,0.2737226277372263,0.2486842105263158,0.5652173913043478,0.2345658648062288,0.4,270,21281.01094890511,274,0.3666666666666666,Rural,0,1,2,0.364499811300715,0.24732334047109208,0.23146845196252155,-0.02257122884463302,Q2
u148856,0.5139991016619254,0.0408168825507535,0.7691500524658972,0.1265285615025771,0.7451612903225806,5558,26286.66551879024,6679,0.7333333333333333,Urban,1,3,3,0.8500398005437687,0.9041450777202072,0.09613873297388933,-0.07822594306355984,Q4-High
u14646,0.6473121710001595,0.1287054409005629,0.5298013245033113,0.2103410906795503,0.4333333333333333,5662,36200.94592438985,6269,0.7,Rural,0,3,2,0.8210829072506989,0.8222698072805139,0.6301344047249148,0.061356703393648744,Q1-Low
u562576,0.5651237890204521,0.0088340373555906,0.7532808398950132,0.1230739188716503,0.6078431372549019,4397,29325.639612486542,4645,0.8333333333333334,Urban,1,3,3,0.8075732682574528,0.6917098445595855,0.24787353518414412,-0.0536330086811608,Q4-High
u34660,0.5914963589382194,0.0143396289993765,0.7443181818181818,0.1422232762956186,0.7294117647058823,3684,26906.505285412262,4257,0.9333333333333332,Peri-urban,0,2,2,0.5759647531423081,0.5893155258764607,0.7896560441926176,-0.08356512296692052,Q4-High
