student_id,location,tablet_access,bandwidth,resource_level,teacher_qualification
sdv-id-BPSSOE,urban,shared_access,medium,low,diploma
sdv-id-gYHGPt,peri-urban,shared_access,low,medium,postgraduate
sdv-id-YQUFxq,rural,individual_access,medium,medium,degree
sdv-id-NFAmuu,rural,shared_access,medium,low,untrained
sdv-id-bWzGMx,rural,no_access,low,low,untrained
sdv-id-tvNyxA,rural,no_access,high,medium,degree
sdv-id-oDxDAd,rural,no_access,medium,medium,postgraduate
sdv-id-UwpaXZ,peri-urban,shared_access,low,medium,diploma
sdv-id-oBQPwE,peri-urban,shared_access,medium,low,degree
sdv-id-VRFLCl,peri-urban,individual_access,low,medium,postgraduate
sdv-id-hCklaq,rural,individual_access,medium,medium,postgraduate
sdv-id-wmxQtz,peri-urban,individual_access,low,medium,diploma
sdv-id-pDfZwG,peri-urban,individual_access,medium,low,postgraduate
sdv-id-cPsHtA,peri-urban,no_access,high,medium,degree
sdv-id-msXdxD,rural,no_access,low,high,postgraduate
sdv-id-AIIJgQ,rural,shared_access,medium,low,postgraduate
sdv-id-OglaOo,peri-urban,no_access,low,low,diploma
sdv-id-fcahhZ,peri-urban,no_access,low,low,diploma
sdv-id-gbCdgE,rural,no_access,low,low,untrained
sdv-id-heYbRw,peri-urban,individual_access,low,medium,diploma
sdv-id-AvuYSJ,peri-urban,no_access,medium,medium,diploma
sdv-id-SCnCQJ,peri-urban,individual_access,low,low,diploma
sdv-id-DRslFw,rural,no_access,low,low,diploma
sdv-id-iytbWk,rural,no_access,medium,low,degree
sdv-id-YZCvLa,rural,no_access,low,medium,untrained
sdv-id-WuNbOM,urban,shared_access,medium,medium,degree
sdv-id-CpeXFi,peri-urban,shared_access,medium,high,diploma
sdv-id-PNdPny,rural,individual_access,low,medium,degree
sdv-id-PQCrhN,urban,no_access,medium,medium,diploma
sdv-id-ZxQPAp,peri-urban,no_access,low,medium,diploma
sdv-id-iVHhQc,peri-urban,individual_access,low,medium,diploma
sdv-id-YPLmvn,urban,shared_access,high,low,untrained
sdv-id-UEkIhP,rural,no_access,high,low,degree
sdv-id-UpydRn,peri-urban,individual_access,low,medium,diploma
sdv-id-vpTKWO,peri-urban,individual_access,medium,medium,degree
sdv-id-vNPLTJ,rural,no_access,medium,medium,diploma
sdv-id-HgfvWE,rural,shared_access,low,low,postgraduate
sdv-id-JjBzaW,urban,no_access,medium,medium,diploma
sdv-id-WNYddk,rural,no_access,medium,low,diploma
sdv-id-TNyFok,rural,no_access,medium,low,degree
sdv-id-IYeqSE,rural,shared_access,medium,low,postgraduate
sdv-id-TNhvtO,rural,individual_access,medium,high,diploma
sdv-id-oJkcYk,rural,no_access,low,low,degree
sdv-id-urxnhb,rural,individual_access,medium,medium,diploma
sdv-id-PKRXpQ,rural,individual_access,low,medium,degree
sdv-id-NMECjv,peri-urban,individual_access,low,low,untrained
sdv-id-fabBqR,urban,individual_access,medium,medium,diploma
sdv-id-bHHQlE,urban,shared_access,high,low,degree
sdv-id-ZccDvE,rural,individual_access,medium,medium,diploma
sdv-id-GvHsqF,rural,no_access,low,high,postgraduate
sdv-id-mBdSCY,rural,individual_access,medium,low,diploma
sdv-id-lgRQnn,peri-urban,no_access,low,low,degree
sdv-id-yYMOYv,urban,shared_access,medium,low,diploma
sdv-id-ihpOCJ,urban,no_access,high,medium,diploma
sdv-id-rnKZms,peri-urban,individual_access,low,high,diploma
sdv-id-rWQcNA,urban,no_access,medium,medium,diploma
sdv-id-dMkQDa,urban,shared_access,low,high,untrained
sdv-id-NBiqmO,rural,individual_access,high,medium,diploma
sdv-id-rPwGAY,peri-urban,shared_access,medium,high,diploma
sdv-id-qhuYYT,urban,shared_access,low,medium,degree
sdv-id-hzkgEl,peri-urban,shared_access,medium,low,diploma
sdv-id-iFKhmY,urban,shared_access,medium,low,diploma
sdv-id-QaeNJZ,peri-urban,individual_access,medium,low,untrained
sdv-id-kOcHVH,urban,shared_access,high,low,untrained
sdv-id-CUWjGd,urban,no_access,high,medium,degree
sdv-id-HEXECm,rural,individual_access,low,low,untrained
sdv-id-MLKGOO,urban,no_access,medium,low,diploma
sdv-id-yHzZce,urban,shared_access,medium,low,diploma
sdv-id-fhmmOE,urban,no_access,high,low,diploma
sdv-id-wdkkUx,peri-urban,no_access,high,low,degree
sdv-id-TJgxyn,rural,no_access,low,low,diploma
sdv-id-rOCLmZ,peri-urban,no_access,medium,medium,untrained
sdv-id-XJfWvf,peri-urban,individual_access,low,low,degree
sdv-id-TayzvJ,urban,no_access,low,high,diploma
sdv-id-pvZqOM,peri-urban,shared_access,medium,medium,untrained
sdv-id-HlJqQo,urban,no_access,medium,low,degree
sdv-id-QXpjKZ,peri-urban,individual_access,high,low,diploma
sdv-id-NBGMkA,peri-urban,individual_access,medium,high,postgraduate
sdv-id-mWtxpv,urban,no_access,low,low,diploma
sdv-id-kgznhK,peri-urban,individual_access,low,high,postgraduate
sdv-id-vSkvdt,rural,individual_access,low,low,postgraduate
sdv-id-fQJofP,urban,individual_access,medium,medium,diploma
sdv-id-PXoKOT,rural,individual_access,medium,medium,postgraduate
sdv-id-HxQlVo,urban,individual_access,medium,low,diploma
sdv-id-dHjulK,urban,shared_access,high,medium,untrained
sdv-id-LuSNcu,peri-urban,no_access,low,high,postgraduate
sdv-id-qAiFYR,peri-urban,shared_access,low,low,diploma
sdv-id-AYZRrz,urban,shared_access,high,high,degree
sdv-id-MpYUym,rural,individual_access,medium,high,untrained
sdv-id-RskQiz,rural,no_access,medium,low,degree
sdv-id-BdJCTq,peri-urban,individual_access,low,high,diploma
sdv-id-hvSatg,peri-urban,individual_access,low,high,postgraduate
sdv-id-BHFPsn,rural,individual_access,medium,medium,degree
sdv-id-vVJulg,peri-urban,shared_access,low,low,untrained
sdv-id-ypArpH,urban,shared_access,low,low,diploma
sdv-id-eXUpMC,rural,individual_access,low,medium,postgraduate
sdv-id-oNkFwH,peri-urban,shared_access,high,medium,untrained
sdv-id-HPIhPn,rural,individual_access,low,medium,diploma
sdv-id-JYIpjT,peri-urban,shared_access,high,medium,untrained
sdv-id-sTutyG,urban,shared_access,high,medium,degree
sdv-id-iDShPV,rural,individual_access,medium,high,degree
sdv-id-neQHnQ,urban,no_access,medium,low,diploma
sdv-id-BZTAUn,rural,shared_access,low,high,degree
sdv-id-bKarqT,rural,individual_access,low,medium,postgraduate
sdv-id-Empaqr,rural,individual_access,low,medium,diploma
sdv-id-EOBDom,urban,individual_access,high,low,postgraduate
sdv-id-MIldHs,rural,individual_access,medium,medium,postgraduate
sdv-id-ORrsKL,rural,no_access,low,low,degree
sdv-id-IwqtWW,peri-urban,shared_access,medium,low,degree
sdv-id-wtoxkc,peri-urban,individual_access,high,medium,degree
sdv-id-gbTIoO,peri-urban,shared_access,low,medium,degree
sdv-id-nqImyJ,peri-urban,individual_access,low,medium,postgraduate
sdv-id-PLzohd,peri-urban,shared_access,medium,medium,postgraduate
sdv-id-tdvsaG,peri-urban,shared_access,low,low,diploma
sdv-id-rJqJdt,rural,shared_access,high,medium,degree
sdv-id-qmiEWC,peri-urban,individual_access,low,high,diploma
sdv-id-UyjcTO,peri-urban,individual_access,low,high,postgraduate
sdv-id-NWMzqu,urban,no_access,high,medium,diploma
sdv-id-gKuccM,rural,shared_access,medium,low,untrained
sdv-id-IBKNKq,peri-urban,individual_access,low,high,diploma
sdv-id-qIUzqZ,peri-urban,individual_access,high,low,untrained
sdv-id-BayFCq,urban,shared_access,medium,low,untrained
sdv-id-nsuJHx,peri-urban,individual_access,low,high,diploma
sdv-id-dBwmHE,urban,individual_access,medium,medium,diploma
sdv-id-yxWpSQ,rural,individual_access,medium,medium,postgraduate
sdv-id-DoNgtf,rural,shared_access,high,medium,degree
sdv-id-difJcp,peri-urban,individual_access,low,medium,diploma
sdv-id-VXGZcF,peri-urban,individual_access,low,medium,degree
sdv-id-ERKTov,urban,no_access,high,medium,degree
sdv-id-UVgEXZ,rural,individual_access,medium,medium,postgraduate
sdv-id-kCTKfI,rural,individual_access,medium,medium,diploma
sdv-id-lOAKHw,rural,individual_access,high,low,untrained
sdv-id-dMLkvx,peri-urban,individual_access,low,medium,postgraduate
sdv-id-ciPxsX,urban,individual_access,low,low,untrained
sdv-id-iDhEqF,urban,individual_access,low,low,diploma
sdv-id-RumyXw,urban,individual_access,medium,medium,diploma
sdv-id-tvblRs,peri-urban,shared_access,medium,high,diploma
sdv-id-ZovOBr,peri-urban,individual_access,low,high,diploma
sdv-id-umPdzp,urban,shared_access,medium,low,diploma
sdv-id-JJAvwW,peri-urban,individual_access,low,high,diploma
sdv-id-mhAFTT,urban,no_access,medium,low,untrained
sdv-id-DrpmaW,urban,no_access,high,high,degree
sdv-id-ECaoxC,peri-urban,no_access,high,low,untrained
sdv-id-HZVmfo,urban,shared_access,medium,low,untrained
sdv-id-KxyjAg,rural,individual_access,low,high,diploma
sdv-id-ObbKjG,peri-urban,no_access,low,medium,degree
sdv-id-rCXira,urban,shared_access,medium,medium,diploma
sdv-id-oYKybo,urban,no_access,low,low,postgraduate
sdv-id-vWQOtU,rural,shared_access,high,high,diploma
sdv-id-hCZEJE,peri-urban,individual_access,low,medium,degree
sdv-id-pDTdVN,rural,no_access,low,high,diploma
sdv-id-sBmvaR,peri-urban,no_access,low,low,diploma
sdv-id-fqZtOi,urban,shared_access,high,high,postgraduate
sdv-id-NsStvh,peri-urban,individual_access,low,medium,diploma
sdv-id-ufpQDm,urban,no_access,medium,medium,diploma
sdv-id-ITkNsh,peri-urban,individual_access,high,medium,untrained
sdv-id-IqPXCf,peri-urban,individual_access,medium,high,diploma
sdv-id-UiNIjW,urban,shared_access,medium,medium,diploma
sdv-id-iyGQAF,peri-urban,shared_access,medium,low,untrained
sdv-id-EiyGnT,rural,shared_access,low,low,diploma
sdv-id-AZbKJx,rural,no_access,high,medium,diploma
sdv-id-pWZxQJ,peri-urban,no_access,low,low,postgraduate
sdv-id-vbgsDU,urban,no_access,high,medium,degree
sdv-id-rToRqq,peri-urban,individual_access,medium,low,diploma
sdv-id-GdsmNC,rural,no_access,high,low,diploma
sdv-id-hRRhYl,rural,shared_access,medium,low,degree
sdv-id-cUkSIv,peri-urban,individual_access,low,medium,diploma
sdv-id-fLDEym,rural,individual_access,medium,medium,untrained
sdv-id-NpXFeD,urban,no_access,medium,medium,diploma
sdv-id-kNTuyS,rural,no_access,low,medium,untrained
sdv-id-sgctzc,urban,shared_access,medium,low,diploma
sdv-id-fcBsCL,peri-urban,shared_access,high,low,degree
sdv-id-YdmImy,rural,no_access,low,medium,diploma
sdv-id-LLJfYW,peri-urban,shared_access,low,medium,diploma
sdv-id-InBhRq,urban,no_access,medium,low,diploma
sdv-id-pjDsoV,rural,no_access,low,high,postgraduate
sdv-id-vjehUC,peri-urban,shared_access,high,low,degree
sdv-id-hXEajg,rural,individual_access,low,low,diploma
sdv-id-zsPlMJ,urban,no_access,low,low,diploma
sdv-id-AXlsps,urban,shared_access,medium,low,diploma
sdv-id-ZHPQbG,rural,individual_access,medium,medium,diploma
sdv-id-luBaed,peri-urban,shared_access,medium,high,degree
sdv-id-PKHhiM,peri-urban,no_access,low,low,untrained
sdv-id-GoFsqI,rural,shared_access,high,high,diploma
sdv-id-tYIzVX,rural,individual_access,medium,medium,untrained
sdv-id-oqCDaB,rural,no_access,low,high,diploma
sdv-id-PRsrwN,urban,individual_access,low,medium,untrained
sdv-id-TbdYAl,rural,no_access,high,medium,degree
sdv-id-hbMTeg,peri-urban,individual_access,medium,medium,postgraduate
sdv-id-dqwCkl,urban,shared_access,low,low,diploma
sdv-id-rzEJyL,peri-urban,shared_access,high,low,degree
sdv-id-BAbUwi,urban,shared_access,medium,low,diploma
sdv-id-MfvNhg,peri-urban,shared_access,high,high,diploma
sdv-id-AGgtfz,peri-urban,no_access,high,low,degree
sdv-id-XWJJLN,urban,shared_access,medium,low,degree
sdv-id-ieZFbb,urban,shared_access,medium,medium,degree
sdv-id-GqUhjB,rural,no_access,low,medium,degree
sdv-id-CaPPyg,rural,shared_access,medium,low,degree
sdv-id-iQOwPO,rural,no_access,low,low,untrained
sdv-id-hKNuQH,urban,individual_access,high,medium,diploma
sdv-id-XNTZQJ,rural,individual_access,low,high,diploma
sdv-id-mxfBVn,urban,shared_access,high,medium,diploma
sdv-id-uLOZiO,rural,shared_access,low,medium,diploma
sdv-id-IAJJqC,rural,individual_access,low,high,degree
sdv-id-TNsXgk,urban,shared_access,medium,low,diploma
sdv-id-QbBiVk,urban,shared_access,medium,medium,degree
sdv-id-yUlSre,rural,individual_access,medium,medium,untrained
sdv-id-jhluNA,urban,no_access,high,medium,untrained
sdv-id-DYdAAd,rural,individual_access,medium,low,untrained
sdv-id-NmDsvY,peri-urban,shared_access,high,low,postgraduate
sdv-id-HbLFNj,rural,individual_access,medium,medium,diploma
sdv-id-dZKKbU,peri-urban,shared_access,medium,medium,diploma
sdv-id-riBCvM,urban,no_access,medium,medium,untrained
sdv-id-owXdau,rural,no_access,high,medium,untrained
sdv-id-TUQvHb,rural,individual_access,medium,low,postgraduate
sdv-id-AZVjzv,peri-urban,individual_access,low,low,diploma
sdv-id-SDNwYd,rural,no_access,high,low,diploma
sdv-id-HvvinI,rural,individual_access,low,medium,postgraduate
sdv-id-caAEyF,rural,no_access,low,medium,diploma
sdv-id-mXttCz,rural,individual_access,medium,medium,untrained
sdv-id-JpMTNS,peri-urban,no_access,low,medium,diploma
sdv-id-VbVqra,rural,shared_access,low,low,postgraduate
sdv-id-GFzPDj,peri-urban,shared_access,medium,low,degree
sdv-id-KzxTsT,rural,no_access,low,low,degree
sdv-id-rqpcLa,peri-urban,individual_access,low,medium,degree
sdv-id-qIImon,urban,individual_access,low,medium,diploma
sdv-id-NXEowQ,rural,individual_access,low,medium,diploma
sdv-id-MtyKcA,rural,no_access,high,low,degree
sdv-id-TxDRKC,urban,shared_access,medium,low,diploma
sdv-id-pyNANa,peri-urban,individual_access,medium,medium,untrained
sdv-id-OYfsBb,rural,no_access,low,medium,untrained
sdv-id-ofrMHP,peri-urban,shared_access,medium,medium,degree
sdv-id-dPCVfW,rural,individual_access,low,medium,postgraduate
sdv-id-dSnGqF,rural,no_access,low,low,postgraduate
sdv-id-OkykqM,urban,individual_access,low,medium,degree
sdv-id-GaDQrP,rural,no_access,low,low,untrained
sdv-id-QXiiCv,rural,shared_access,medium,low,postgraduate
sdv-id-HnXoVw,urban,no_access,high,low,diploma
sdv-id-iguTQQ,rural,no_access,low,low,untrained
sdv-id-ubpPRK,rural,individual_access,low,medium,diploma
sdv-id-dimtyZ,urban,individual_access,low,medium,diploma
sdv-id-nzWZxi,peri-urban,shared_access,low,medium,untrained
sdv-id-RgzPfg,rural,no_access,low,high,postgraduate
sdv-id-aOKtsB,peri-urban,individual_access,medium,high,postgraduate
sdv-id-xXeYrN,rural,no_access,low,low,degree
sdv-id-eaVbZT,peri-urban,individual_access,medium,medium,untrained
sdv-id-StPfKD,peri-urban,shared_access,medium,low,diploma
sdv-id-pszYoN,urban,individual_access,low,high,untrained
sdv-id-gfkhrb,peri-urban,individual_access,low,high,untrained
sdv-id-ewOtoP,rural,individual_access,high,medium,untrained
sdv-id-szqCXa,rural,individual_access,low,low,degree
sdv-id-mnpDAd,urban,individual_access,high,low,degree
sdv-id-uMgYWi,urban,shared_access,low,low,diploma
sdv-id-DtVgYH,peri-urban,individual_access,high,low,degree
sdv-id-DYjXtu,urban,no_access,high,high,diploma
sdv-id-mncqRf,urban,shared_access,medium,low,diploma
sdv-id-nipjsU,peri-urban,no_access,high,low,degree
sdv-id-QXOePE,peri-urban,shared_access,medium,medium,diploma
sdv-id-LWRqGY,rural,individual_access,medium,medium,diploma
sdv-id-tmdLtw,urban,no_access,high,high,postgraduate
sdv-id-EMQrZU,urban,shared_access,medium,high,degree
sdv-id-bjSOTo,rural,no_access,medium,medium,postgraduate
sdv-id-KUxFmM,urban,no_access,high,medium,degree
sdv-id-dzNWlm,peri-urban,shared_access,medium,low,postgraduate
sdv-id-vyAetb,urban,shared_access,high,low,diploma
sdv-id-IJoQcH,rural,individual_access,medium,medium,untrained
sdv-id-hzIHse,rural,individual_access,low,medium,untrained
sdv-id-XHyYdT,urban,individual_access,low,medium,diploma
sdv-id-cYJmTV,rural,no_access,low,high,postgraduate
sdv-id-bQjput,rural,no_access,high,low,diploma
sdv-id-LdMwbm,urban,shared_access,high,high,diploma
sdv-id-dTErWx,rural,individual_access,medium,high,untrained
sdv-id-GEflyZ,rural,no_access,low,medium,postgraduate
sdv-id-uNFtnV,rural,no_access,medium,low,untrained
sdv-id-uideaS,urban,individual_access,medium,high,postgraduate
sdv-id-xIWOKf,rural,individual_access,medium,medium,postgraduate
sdv-id-ANCbfn,urban,individual_access,medium,medium,degree
sdv-id-fqdUlB,rural,no_access,low,low,postgraduate
sdv-id-cTyLEU,peri-urban,no_access,low,high,degree
sdv-id-vPcrmT,urban,no_access,low,medium,diploma
sdv-id-gCEthY,rural,no_access,high,high,diploma
sdv-id-TwxTCP,rural,individual_access,medium,medium,postgraduate
sdv-id-eBcjFX,peri-urban,shared_access,medium,low,degree
sdv-id-pKnWyl,rural,no_access,medium,medium,diploma
sdv-id-evGsZP,rural,shared_access,low,low,diploma
sdv-id-eKfGxF,urban,no_access,low,low,diploma
sdv-id-fGDVnE,urban,individual_access,medium,medium,diploma
sdv-id-BsDhyp,urban,individual_access,low,low,untrained
sdv-id-inIfbo,rural,individual_access,medium,high,diploma
sdv-id-VWlpyH,peri-urban,no_access,medium,high,postgraduate
sdv-id-Kcbfvc,urban,no_access,high,high,degree
sdv-id-SAZjJC,rural,shared_access,low,low,diploma
sdv-id-qpFmPB,rural,no_access,low,low,diploma
sdv-id-sSccnR,peri-urban,individual_access,low,high,degree
sdv-id-xbemmR,rural,shared_access,medium,low,untrained
sdv-id-HaXVUW,urban,no_access,medium,medium,diploma
sdv-id-KYuEXS,urban,shared_access,medium,low,diploma
sdv-id-Rihvpa,rural,no_access,low,medium,diploma
sdv-id-Skclkk,peri-urban,shared_access,high,low,diploma
sdv-id-TBvsOy,urban,shared_access,low,low,diploma
sdv-id-kysHlY,rural,individual_access,low,high,diploma
sdv-id-ilMuBd,rural,individual_access,low,low,diploma
sdv-id-WzENkX,urban,individual_access,low,low,untrained
sdv-id-kDiDDw,rural,individual_access,high,low,degree
sdv-id-gIVCHH,rural,shared_access,low,medium,diploma
sdv-id-vAUatc,peri-urban,no_access,medium,medium,untrained
sdv-id-nfcaJX,urban,no_access,low,low,diploma
sdv-id-bGeayG,urban,no_access,medium,medium,diploma
sdv-id-BKgWWo,peri-urban,shared_access,medium,low,untrained
sdv-id-pBSzpq,peri-urban,shared_access,medium,low,diploma
sdv-id-UeEuHf,rural,shared_access,low,low,degree
sdv-id-Elvnmw,rural,no_access,low,medium,diploma
sdv-id-eFtBSc,rural,individual_access,medium,low,untrained
sdv-id-YmoMwq,urban,individual_access,low,low,diploma
sdv-id-GCNOTN,peri-urban,no_access,low,medium,postgraduate
sdv-id-TtanDu,rural,individual_access,low,low,diploma
sdv-id-TgIUZc,rural,no_access,medium,medium,degree
sdv-id-jvjzIc,rural,no_access,high,low,degree
sdv-id-AtWKdg,rural,no_access,low,low,degree
sdv-id-AYHrlU,rural,shared_access,medium,medium,diploma
sdv-id-uzuKaP,peri-urban,shared_access,medium,high,untrained
sdv-id-OQXXiK,peri-urban,shared_access,low,medium,diploma
sdv-id-dxUoPX,rural,individual_access,medium,high,diploma
sdv-id-fsTeWs,rural,shared_access,medium,medium,untrained
sdv-id-KhPZRo,urban,shared_access,medium,medium,diploma
sdv-id-NKlGYa,rural,individual_access,medium,high,diploma
sdv-id-Ytkfmw,rural,individual_access,low,medium,postgraduate
sdv-id-VxCTMP,peri-urban,shared_access,medium,medium,diploma
sdv-id-WcTjrE,peri-urban,individual_access,low,medium,postgraduate
sdv-id-kBAuLB,peri-urban,shared_access,medium,low,degree
sdv-id-emAblA,urban,individual_access,high,medium,untrained
sdv-id-gYniyl,urban,no_access,medium,medium,diploma
sdv-id-IGDXXS,rural,shared_access,high,medium,degree
sdv-id-NTVMXR,rural,shared_access,low,high,degree
sdv-id-wafNTP,urban,no_access,low,medium,degree
sdv-id-tYrqXt,peri-urban,shared_access,low,low,diploma
sdv-id-Fdfhmv,rural,individual_access,low,high,untrained
sdv-id-oVDqnL,rural,individual_access,low,medium,postgraduate
sdv-id-uzMfbv,peri-urban,shared_access,low,low,untrained
sdv-id-OnhdUD,urban,shared_access,medium,low,postgraduate
sdv-id-MVzakg,peri-urban,individual_access,high,low,diploma
sdv-id-znRYvB,peri-urban,shared_access,medium,low,postgraduate
sdv-id-oVFlDa,rural,shared_access,medium,medium,untrained
sdv-id-ftJzUy,rural,individual_access,medium,high,postgraduate
sdv-id-lhoFFW,urban,individual_access,low,low,postgraduate
sdv-id-OqQklo,peri-urban,no_access,medium,low,postgraduate
sdv-id-FkULum,urban,individual_access,medium,high,diploma
sdv-id-JtEMdE,urban,individual_access,low,medium,postgraduate
sdv-id-LkflkL,urban,individual_access,low,low,degree
sdv-id-RMBehW,rural,no_access,low,medium,degree
sdv-id-OBBCqs,peri-urban,no_access,high,low,degree
sdv-id-ajYmWZ,rural,individual_access,low,medium,untrained
sdv-id-bUiMkv,urban,shared_access,low,high,postgraduate
sdv-id-oRiPZo,peri-urban,individual_access,low,medium,degree
sdv-id-GFXtjf,urban,individual_access,high,medium,untrained
sdv-id-LeCFCo,rural,no_access,medium,low,untrained
sdv-id-DWMXaY,urban,shared_access,medium,low,diploma
sdv-id-rRygvT,rural,no_access,low,low,diploma
sdv-id-TdDdnU,rural,shared_access,high,medium,degree
sdv-id-uXWlaQ,urban,individual_access,low,low,diploma
sdv-id-isSMLQ,rural,shared_access,low,medium,diploma
sdv-id-fRAMOv,peri-urban,individual_access,low,low,diploma
sdv-id-dOjWfY,urban,individual_access,high,medium,diploma
sdv-id-LMMYSf,peri-urban,shared_access,high,medium,diploma
sdv-id-ZSdIKg,rural,shared_access,medium,medium,diploma
sdv-id-ylvqwe,rural,no_access,low,medium,diploma
sdv-id-FLqJMy,rural,shared_access,medium,low,untrained
sdv-id-CCapKq,rural,individual_access,low,medium,diploma
sdv-id-rCLzFM,peri-urban,no_access,medium,low,degree
sdv-id-EihbMq,rural,shared_access,medium,medium,postgraduate
sdv-id-ukbYbk,rural,shared_access,low,high,diploma
sdv-id-HNAqbg,urban,individual_access,low,high,degree
sdv-id-oeyHgT,rural,shared_access,medium,low,untrained
sdv-id-PJoAPO,urban,individual_access,low,low,diploma
sdv-id-woMDxr,urban,no_access,high,low,degree
sdv-id-BGLsot,rural,no_access,medium,medium,untrained
sdv-id-QsFIdq,urban,shared_access,low,medium,diploma
sdv-id-JmABIG,rural,individual_access,medium,low,untrained
sdv-id-OUTfJg,urban,shared_access,medium,high,degree
sdv-id-zFIzca,peri-urban,shared_access,medium,low,diploma
sdv-id-pNeLit,peri-urban,individual_access,low,medium,postgraduate
sdv-id-nZWByg,peri-urban,shared_access,high,low,diploma
sdv-id-iFNcaa,rural,no_access,medium,medium,untrained
sdv-id-HzEwDL,urban,no_access,high,low,diploma
sdv-id-ifOGun,rural,shared_access,low,low,postgraduate
sdv-id-vxCKlX,urban,no_access,high,medium,diploma
sdv-id-fzwcsT,peri-urban,individual_access,medium,high,degree
sdv-id-nEdOEt,peri-urban,individual_access,high,medium,diploma
sdv-id-WIyCUE,rural,no_access,high,medium,degree
sdv-id-qEORsF,peri-urban,no_access,high,medium,diploma
sdv-id-sAXfHX,rural,no_access,low,medium,degree
sdv-id-OEEPfv,rural,no_access,low,medium,diploma
sdv-id-bJjmKV,peri-urban,individual_access,low,high,degree
sdv-id-ZOPUwt,urban,shared_access,medium,medium,diploma
sdv-id-jJtFoV,peri-urban,individual_access,medium,medium,untrained
sdv-id-zjbmQt,rural,shared_access,low,low,untrained
sdv-id-BbVpla,urban,no_access,low,low,untrained
sdv-id-GiEQLK,rural,shared_access,medium,medium,diploma
sdv-id-WkFuAZ,rural,no_access,high,medium,postgraduate
sdv-id-VMGRVK,rural,no_access,low,medium,diploma
sdv-id-EBhYjE,peri-urban,individual_access,medium,high,degree
sdv-id-hjjUxe,urban,shared_access,high,medium,diploma
sdv-id-AOQFnu,peri-urban,no_access,low,medium,diploma
sdv-id-WmioKY,rural,no_access,medium,high,postgraduate
sdv-id-kvbyJx,urban,no_access,low,medium,diploma
sdv-id-bAOvOG,rural,individual_access,high,medium,degree
sdv-id-wKVGNp,urban,shared_access,low,low,degree
sdv-id-fboLEx,peri-urban,no_access,medium,high,degree
sdv-id-jJUraR,rural,shared_access,low,medium,diploma
sdv-id-YejAtx,urban,shared_access,high,low,untrained
sdv-id-PCKTSI,peri-urban,shared_access,high,high,untrained
sdv-id-RTClIZ,urban,shared_access,low,low,diploma
sdv-id-AioYGH,rural,no_access,low,medium,degree
sdv-id-kKLGfc,peri-urban,no_access,low,high,postgraduate
sdv-id-bfyMil,urban,shared_access,medium,low,diploma
sdv-id-eheWxE,peri-urban,individual_access,medium,high,postgraduate
sdv-id-QetLLn,rural,individual_access,low,medium,degree
